,home_team_id,away_team_id,home_result,away_result,result,extra_time,penalties,replay,date,round,city,id_stadium,edition
1457,Soviet Union,Belgium,1,0,home_team,False,False,False,1982-07-01,Group Stage,Barcelona,,1982
1458,Northern Ireland,Austria,2,2,draw,False,False,False,1982-07-01,Group Stage,Madrid,,1982
1459,West Germany,Spain,2,1,home_team,False,False,False,1982-07-02,Group Stage,Madrid,,1982
1460,Brazil,Argentina,3,1,home_team,False,False,False,1982-07-02,Group Stage,Barcelona,,1982
1461,Poland,Soviet Union,0,0,draw,False,False,False,1982-07-04,Group Stage,Barcelona,,1982
1462,France,Northern Ireland,4,1,home_team,False,False,False,1982-07-04,Group Stage,Madrid,,1982
1463,England,Spain,0,0,draw,False,False,False,1982-07-05,Group Stage,Madrid,,1982
1464,Italy,Brazil,3,2,home_team,False,False,False,1982-07-05,Group Stage,Barcelona,,1982
1465,Poland,France,3,2,home_team,False,False,False,1982-07-08,Semi-finals,Seville,,1982
1466,West Germany,France,3,3,draw,True,True,False,1982-07-08,Semi-finals,Seville,,1982
1467,Italy,Poland,2,0,home_team,False,False,False,1982-07-08,Semi-finals,Barcelona,,1982
1468,Poland,France,3,2,home_team,False,False,False,1982-07-10,Third Place,Alicante,,1982
1469,Italy,West Germany,3,1,home_team,False,False,False,1982-07-11,Final,Madrid,,1982
1470,Cyprus,Ireland,2,3,away_team,False,False,False,,Preliminary,Levkosía,,1982
1471,Israel,Northern Ireland,0,0,draw,False,False,False,,Preliminary,Tel Aviv,,1982
1472,Guyana,Grenada,5,2,home_team,False,False,False,,Preliminary,Georgetown,,1982
1473,Grenada,Guyana,2,3,away_team,False,False,False,,Preliminary,St Georges,,1982
1474,Libya,Gambia,2,1,home_team,False,False,False,,Preliminary,Tripoli,,1982
1475,Ethiopia,Zambia,0,0,draw,False,False,False,,Preliminary,Addis Ababa,,1982
1476,Sierra Leone,Algeria,2,2,draw,False,False,False,,Preliminary,Freetown,,1982
1477,Zambia,Ethiopia,4,0,home_team,False,False,False,,Preliminary,Ndola,,1982
1478,Iceland,Wales,0,4,away_team,False,False,False,,Preliminary,Reykjavík,,1982
1479,Finland,Bulgaria,0,2,away_team,False,False,False,,Preliminary,Helsinki,,1982
1480,Algeria,Sierra Leone,3,1,home_team,False,False,False,,Preliminary,Oran,,1982
1481,Sweden,Israel,1,1,draw,False,False,False,,Preliminary,Stockholm,,1982
1482,Senegal,Morocco,0,1,away_team,False,False,False,,Preliminary,Dakar,,1982
1483,Guinea,Lesotho,3,1,home_team,False,False,False,,Preliminary,Conakry,,1982
1484,Tunisia,Nigeria,2,0,home_team,False,False,False,,Preliminary,Tunis,,1982
1485,Cameroon,Malawi,3,0,home_team,False,False,False,,Preliminary,Yaoundé,,1982
1486,Panama,Guatemala,0,2,away_team,False,False,False,,Preliminary,Panamá,,1982
1487,Kenya,Tanzania,3,1,home_team,False,False,False,,Preliminary,Nairobi,,1982
1488,Gambia,Libya,0,0,draw,False,False,False,,Preliminary,Banjul,,1982
1489,Morocco,Senegal,0,0,draw,False,False,False,,Preliminary,Casablanca,,1982
1490,Lesotho,Guinea,1,1,draw,False,False,False,,Preliminary,Maseru,,1982
1491,Nigeria,Tunisia,2,0,home_team,False,False,False,,Preliminary,Lagos,,1982
1492,Zaire,Mozambique,5,2,home_team,False,False,False,,Preliminary,Kinshasa,,1982
1493,Niger,Somalia,0,0,draw,False,False,False,,Preliminary,Niamey,,1982
1494,Tanzania,Kenya,5,0,home_team,False,False,False,,Preliminary,Dar es Salaam,,1982
1495,Malawi,Cameroon,1,1,draw,False,False,False,,Preliminary,Blantyre,,1982
1496,Mozambique,Zaire,1,2,away_team,False,False,False,,Preliminary,Maputo,,1982
1497,Somalia,Niger,1,1,draw,False,False,False,,Preliminary,Mogadisho,,1982
1498,Panama,Honduras,0,2,away_team,False,False,False,,Preliminary,Panamá,,1982
1499,Haiti,Trinidad and Tobago,2,0,home_team,False,False,False,,Preliminary,Port-au-Prince,,1982
1500,Panama,Costa Rica,1,1,draw,False,False,False,,Preliminary,Panamá,,1982
1501,Cuba,Surinam,3,0,home_team,False,False,False,,Preliminary,La Habana,,1982
1502,Trinidad and Tobago,Haiti,1,0,home_team,False,False,False,,Preliminary,San Fernando,,1982
1503,Panama,El Salvador,1,3,away_team,False,False,False,,Preliminary,Panamá,,1982
1504,Albania,Finland,2,0,home_team,False,False,False,,Preliminary,Tiranë,,1982
1505,Iceland,Soviet Union,1,2,away_team,False,False,False,,Preliminary,Reykjavík,,1982
1506,Surinam,Cuba,0,0,draw,False,False,False,,Preliminary,Paramaribo,,1982
1507,Ireland,Netherlands,2,1,home_team,False,False,False,,Preliminary,Dublin,,1982
1508,England,Norway,4,0,home_team,False,False,False,,Preliminary,London,,1982
1509,Luxembourg,Yugoslavia,0,5,away_team,False,False,False,,Preliminary,Luxembourg,,1982
1510,Sweden,Scotland,0,1,away_team,False,False,False,,Preliminary,Stockholm,,1982
1511,Haiti,Dutch Antilles,1,0,home_team,False,False,False,,Preliminary,Port-au-Prince,,1982
1512,Finland,Austria,0,2,away_team,False,False,False,,Preliminary,Helsinki,,1982
1513,Turkey,Iceland,1,3,away_team,False,False,False,,Preliminary,İzmir,,1982
1514,Norway,Romania,1,1,draw,False,False,False,,Preliminary,Oslo,,1982
1515,Yugoslavia,Denmark,2,1,home_team,False,False,False,,Preliminary,Ljubljana,,1982
1516,Guyana,Surinam,0,1,away_team,False,False,False,,Preliminary,Georgetown,,1982
1517,Costa Rica,Honduras,2,3,away_team,False,False,False,,Preliminary,San José,,1982
1518,El Salvador,Panama,4,1,home_team,False,False,False,,Preliminary,San Salvador,,1982
1519,Cyprus,France,0,7,away_team,False,False,False,,Preliminary,Lemesós,,1982
1520,Luxembourg,Italy,0,2,away_team,False,False,False,,Preliminary,Luxembourg,,1982
1521,Guatemala,Costa Rica,0,0,draw,False,False,False,,Preliminary,Guatemala,,1982
1522,Surinam,Guyana,4,0,home_team,False,False,False,,Preliminary,Paramaribo,,1982
1523,Cameroon,Zimbabwe,2,0,home_team,False,False,False,,Preliminary,Douala,,1982
1524,Ireland,Belgium,1,1,draw,False,False,False,,Preliminary,Dublin,,1982
1525,Wales,Turkey,4,0,home_team,False,False,False,,Preliminary,Cardiff,,1982
1526,Soviet Union,Iceland,5,0,home_team,False,False,False,,Preliminary,Moskva,,1982
1527,Romania,England,2,1,home_team,False,False,False,,Preliminary,Bucureşti,,1982
1528,Denmark,Greece,0,1,away_team,False,False,False,,Preliminary,København,,1982
1529,Northern Ireland,Sweden,3,0,home_team,False,False,False,,Preliminary,Belfast,,1982
1530,Scotland,Portugal,0,0,draw,False,False,False,,Preliminary,Glasgow,,1982
1531,Canada,Mexico,1,1,draw,False,False,False,,Preliminary,Toronto,,1982
1532,Bulgaria,Albania,2,1,home_team,False,False,False,,Preliminary,Sofija,,1982
1533,USA,Canada,0,0,draw,False,False,False,,Preliminary,Fort Lauderdale,,1982
1534,Honduras,Guatemala,0,0,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1535,El Salvador,Costa Rica,2,0,home_team,False,False,False,,Preliminary,San Salvador,,1982
1536,France,Ireland,2,0,home_team,False,False,False,,Preliminary,Paris,,1982
1537,Switzerland,Norway,1,2,away_team,False,False,False,,Preliminary,Bern,,1982
1538,Italy,Denmark,2,0,home_team,False,False,False,,Preliminary,Roma,,1982
1539,Canada,USA,2,1,home_team,False,False,False,,Preliminary,Vancouver,,1982
1540,Costa Rica,Panama,2,0,home_team,False,False,False,,Preliminary,San José,,1982
1541,Mexico,USA,5,1,home_team,False,False,False,,Preliminary,México DF,,1982
1542,Guatemala,El Salvador,0,0,draw,False,False,False,,Preliminary,Guatemala,,1982
1543,Cuba,Guyana,1,0,home_team,False,False,False,,Preliminary,La Habana,,1982
1544,Trinidad and Tobago,Dutch Antilles,0,0,draw,False,False,False,,Preliminary,Port of Spain,,1982
1545,Israel,Sweden,0,0,draw,False,False,False,,Preliminary,Tel Aviv,,1982
1546,Austria,Albania,5,0,home_team,False,False,False,,Preliminary,Wien,,1982
1547,Italy,Yugoslavia,2,0,home_team,False,False,False,,Preliminary,Torino,,1982
1548,Mexico,Canada,1,1,draw,False,False,False,,Preliminary,México DF,,1982
1549,Guatemala,Panama,5,0,home_team,False,False,False,,Preliminary,Guatemala,,1982
1550,Honduras,Costa Rica,1,1,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1551,Zimbabwe,Cameroon,1,0,home_team,False,False,False,,Preliminary,Harare,,1982
1552,Morocco,Zambia,2,0,home_team,False,False,False,,Preliminary,Fez,,1982
1553,Madagascar,Zaire,1,1,draw,False,False,False,,Preliminary,Antananarivo,,1982
1554,Belgium,Netherlands,1,0,home_team,False,False,False,,Preliminary,Bruxelles,,1982
1555,Ireland,Cyprus,6,0,home_team,False,False,False,,Preliminary,Dublin,,1982
1556,Wales,Czechoslovakia,1,0,home_team,False,False,False,,Preliminary,Cardiff,,1982
1557,England,Switzerland,2,1,home_team,False,False,False,,Preliminary,London,,1982
1558,Denmark,Luxembourg,4,0,home_team,False,False,False,,Preliminary,København,,1982
1559,Portugal,Northern Ireland,1,0,home_team,False,False,False,,Preliminary,Lisboa,,1982
1560,USA,Mexico,2,1,home_team,False,False,False,,Preliminary,Fort Lauderdale,,1982
1561,El Salvador,Honduras,2,1,home_team,False,False,False,,Preliminary,San Salvador,,1982
1562,Costa Rica,Guatemala,0,3,away_team,False,False,False,,Preliminary,San José,,1982
1563,Dutch Antilles,Trinidad and Tobago,0,0,draw,False,False,False,,Preliminary,Willemstad,,1982
1564,Honduras,El Salvador,2,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1565,Guyana,Cuba,0,3,away_team,False,False,False,,Preliminary,Linden,,1982
1566,Zambia,Morocco,2,0,home_team,False,False,False,,Preliminary,Lusaka,,1982
1567,Bulgaria,FRG,1,3,away_team,False,False,False,,Preliminary,Sofija,,1982
1568,Czechoslovakia,Turkey,2,0,home_team,False,False,False,,Preliminary,Praha,,1982
1569,Albania,Austria,0,1,away_team,False,False,False,,Preliminary,Tiranë,,1982
1570,Greece,Italy,0,2,away_team,False,False,False,,Preliminary,Athína,,1982
1571,Nigeria,Tanzania,1,1,draw,False,False,False,,Preliminary,Lagos,,1982
1572,Malta,Poland,0,2,away_team,False,False,False,,Preliminary,Valletta,,1982
1573,Guatemala,Honduras,0,1,away_team,False,False,False,,Preliminary,Guatemala,,1982
1574,Liberia,Guinea,0,0,draw,False,False,False,,Preliminary,Monrovia,,1982
1575,Costa Rica,El Salvador,0,0,draw,False,False,False,,Preliminary,San José,,1982
1576,Dutch Antilles,Haiti,1,1,draw,False,False,False,,Preliminary,Willemstad,,1982
1577,Algeria,Sudan,2,0,home_team,False,False,False,,Preliminary,Constantine,,1982
1578,Honduras,Panama,5,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1579,Niger,Togo,0,1,away_team,False,False,False,,Preliminary,Niamey,,1982
1580,Portugal,Israel,3,0,home_team,False,False,False,,Preliminary,Lisboa,,1982
1581,Tanzania,Nigeria,0,2,away_team,False,False,False,,Preliminary,Dar es Salaam,,1982
1582,Cyprus,Belgium,0,2,away_team,False,False,False,,Preliminary,Levkosía,,1982
1583,El Salvador,Guatemala,1,0,home_team,False,False,False,,Preliminary,San Salvador,,1982
1584,Zaire,Madagascar,3,2,home_team,False,False,False,,Preliminary,Kinshasa,,1982
1585,Guinea,Liberia,1,0,home_team,False,False,False,,Preliminary,Conakry,,1982
1586,Hong Kong,China,0,1,away_team,False,False,False,,Preliminary,Hong Kong,,1982
1587,North Korea,Macao,3,0,home_team,False,False,False,,Preliminary,Hong Kong,,1982
1588,Singapore,Japan,0,1,away_team,False,False,False,,Preliminary,Hong Kong,,1982
1589,China,Macao,3,0,home_team,False,False,False,,Preliminary,Hong Kong,,1982
1590,Hong Kong,Singapore,1,1,draw,False,False,False,,Preliminary,Hong Kong,,1982
1591,China,Japan,1,0,home_team,False,False,False,,Preliminary,Hong Kong,,1982
1592,Singapore,North Korea,0,1,away_team,False,False,False,,Preliminary,Hong Kong,,1982
1593,Sudan,Algeria,1,1,draw,False,False,False,,Preliminary,Khartoum,,1982
1594,Togo,Niger,1,2,away_team,False,False,False,,Preliminary,Lomé,,1982
1595,Japan,Macao,3,0,home_team,False,False,False,,Preliminary,Hong Kong,,1982
1596,Hong Kong,North Korea,2,2,draw,False,False,False,,Preliminary,Hong Kong,,1982
1597,North Korea,Japan,1,0,home_team,False,False,False,,Preliminary,Hong Kong,,1982
1598,Hong Kong,China,0,0,draw,False,False,False,,Preliminary,Hong Kong,,1982
1599,North Korea,China,2,4,away_team,False,False,False,,Preliminary,Hong Kong,,1982
1600,Greece,Luxembourg,2,0,home_team,False,False,False,,Preliminary,Thessaloníkê,,1982
1601,Venezuela,Brazil,0,1,away_team,False,False,False,,Preliminary,Caracas,,1982
1602,Bolivia,Venezuela,3,0,home_team,False,False,False,,Preliminary,La Paz,,1982
1603,Belgium,Cyprus,3,2,home_team,False,False,False,,Preliminary,Bruxelles,,1982
1604,Netherlands,Cyprus,3,0,home_team,False,False,False,,Preliminary,Groningen,,1982
1605,Bolivia,Brazil,1,2,away_team,False,False,False,,Preliminary,La Paz,,1982
1606,Israel,Scotland,0,1,away_team,False,False,False,,Preliminary,Tel Aviv,,1982
1607,Luxembourg,Greece,0,2,away_team,False,False,False,,Preliminary,Luxembourg,,1982
1608,Venezuela,Bolivia,1,0,home_team,False,False,False,,Preliminary,Caracas,,1982
1609,Qatar,Iraq,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1610,Syria,Bahrain,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1611,Iraq,Saudi Arabia,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1612,Brazil,Bolivia,3,1,home_team,False,False,False,,Preliminary,Rio de Janeiro,,1982
1613,Qatar,Bahrain,3,0,home_team,False,False,False,,Preliminary,Riyadh,,1982
1614,Syria,Saudi Arabia,0,2,away_team,False,False,False,,Preliminary,Riyadh,,1982
1615,Netherlands,France,1,0,home_team,False,False,False,,Preliminary,Rotterdam,,1982
1616,Belgium,Ireland,1,0,home_team,False,False,False,,Preliminary,Bruxelles,,1982
1617,Turkey,Wales,0,1,away_team,False,False,False,,Preliminary,Ankara,,1982
1618,Scotland,Northern Ireland,1,1,draw,False,False,False,,Preliminary,Glasgow,,1982
1619,Iraq,Bahrain,2,0,home_team,False,False,False,,Preliminary,Riyadh,,1982
1620,Qatar,Syria,2,1,home_team,False,False,False,,Preliminary,Riyadh,,1982
1621,Bahrain,Saudi Arabia,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1622,Brazil,Venezuela,5,0,home_team,False,False,False,,Preliminary,Goiânia,,1982
1623,Iraq,Syria,2,1,home_team,False,False,False,,Preliminary,Riyadh,,1982
1624,Qatar,Saudi Arabia,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1625,Albania,FRG,0,2,away_team,False,False,False,,Preliminary,Tiranë,,1982
1626,Malta,GDR,1,2,away_team,False,False,False,,Preliminary,Valletta,,1982
1627,Guinea,Nigeria,1,1,draw,False,False,False,,Preliminary,Conakry,,1982
1628,Zaire,Cameroon,1,0,home_team,False,False,False,,Preliminary,Kinshasa,,1982
1629,Turkey,Czechoslovakia,0,3,away_team,False,False,False,,Preliminary,İstanbul,,1982
1630,South Korea,Malaysia,2,1,home_team,False,False,False,,Preliminary,Kuwait,,1982
1631,Kuwait,Thailand,6,0,home_team,False,False,False,,Preliminary,Kuwait,,1982
1632,South Korea,Thailand,5,1,home_team,False,False,False,,Preliminary,Kuwait,,1982
1633,Nigeria,Guinea,1,0,home_team,False,False,False,,Preliminary,Lagos,,1982
1634,New Zealand,Australia,3,3,draw,False,False,False,,Preliminary,Auckland,,1982
1635,Kuwait,Malaysia,4,0,home_team,False,False,False,,Preliminary,Kuwait,,1982
1636,Cameroon,Zaire,6,1,home_team,False,False,False,,Preliminary,Yaoundé,,1982
1637,Morocco,Egypt,1,0,home_team,False,False,False,,Preliminary,Casablanca,,1982
1638,Malaysia,Thailand,2,2,draw,False,False,False,,Preliminary,Kuwait,,1982
1639,Switzerland,Hungary,2,2,draw,False,False,False,,Preliminary,Luzern,,1982
1640,Scotland,Israel,3,1,home_team,False,False,False,,Preliminary,Glasgow,,1982
1641,FRG,Austria,2,0,home_team,False,False,False,,Preliminary,Hamburg,,1982
1642,France,Belgium,3,2,home_team,False,False,False,,Preliminary,Paris,,1982
1643,Cyprus,Netherlands,0,1,away_team,False,False,False,,Preliminary,Levkosía,,1982
1644,England,Romania,0,0,draw,False,False,False,,Preliminary,London,,1982
1645,Yugoslavia,Greece,5,1,home_team,False,False,False,,Preliminary,Split,,1982
1646,Northern Ireland,Portugal,1,0,home_team,False,False,False,,Preliminary,Belfast,,1982
1647,Kuwait,South Korea,2,0,home_team,False,False,False,,Preliminary,Kuwait,,1982
1648,Luxembourg,Denmark,1,2,away_team,False,False,False,,Preliminary,Luxembourg,,1982
1649,Algeria,Niger,4,0,home_team,False,False,False,,Preliminary,Constantine,,1982
1650,Poland,GDR,1,0,home_team,False,False,False,,Preliminary,Chorzów,,1982
1651,Fiji,New Zealand,0,4,away_team,False,False,False,,Preliminary,Suva,,1982
1652,Taiwan,New Zealand,0,0,draw,False,False,False,,Preliminary,Taipei,,1982
1653,Egypt,Morocco,0,0,draw,False,False,False,,Preliminary,Cairo,,1982
1654,Indonesia,New Zealand,0,2,away_team,False,False,False,,Preliminary,Jakarta,,1982
1655,Bulgaria,Finland,4,0,home_team,False,False,False,,Preliminary,Sofija,,1982
1656,Hungary,Romania,1,0,home_team,False,False,False,,Preliminary,Budapest,,1982
1657,Australia,New Zealand,0,2,away_team,False,False,False,,Preliminary,Sydney,,1982
1658,Ecuador,Paraguay,1,0,home_team,False,False,False,,Preliminary,Guayaquil,,1982
1659,Norway,Hungary,1,2,away_team,False,False,False,,Preliminary,Oslo,,1982
1660,Australia,Indonesia,2,0,home_team,False,False,False,,Preliminary,Melbourne,,1982
1661,New Zealand,Indonesia,5,0,home_team,False,False,False,,Preliminary,Auckland,,1982
1662,Finland,FRG,0,4,away_team,False,False,False,,Preliminary,Lahti,,1982
1663,Ecuador,Chile,0,0,draw,False,False,False,,Preliminary,Guayaquil,,1982
1664,Czechoslovakia,Iceland,6,1,home_team,False,False,False,,Preliminary,Bratislava,,1982
1665,Austria,Bulgaria,2,0,home_team,False,False,False,,Preliminary,Wien,,1982
1666,Wales,Soviet Union,0,0,draw,False,False,False,,Preliminary,Wrexham,,1982
1667,Switzerland,England,2,1,home_team,False,False,False,,Preliminary,Basel,,1982
1668,New Zealand,Taiwan,2,0,home_team,False,False,False,,Preliminary,Auckland,,1982
1669,Paraguay,Ecuador,3,1,home_team,False,False,False,,Preliminary,Asunción,,1982
1670,Niger,Algeria,1,0,home_team,False,False,False,,Preliminary,Niamey,,1982
1671,Fiji,Indonesia,0,0,draw,False,False,False,,Preliminary,Suva,,1982
1672,Romania,Norway,1,0,home_team,False,False,False,,Preliminary,Bucureşti,,1982
1673,Denmark,Italy,3,1,home_team,False,False,False,,Preliminary,København,,1982
1674,Sweden,Northern Ireland,1,0,home_team,False,False,False,,Preliminary,Stockholm,,1982
1675,Hungary,England,1,3,away_team,False,False,False,,Preliminary,Budapest,,1982
1676,Fiji,Taiwan,2,1,home_team,False,False,False,,Preliminary,Suva,,1982
1677,Paraguay,Chile,0,1,away_team,False,False,False,,Preliminary,Asunción,,1982
1678,Australia,Taiwan,3,2,home_team,False,False,False,,Preliminary,Adelaide,,1982
1679,Chile,Ecuador,2,0,home_team,False,False,False,,Preliminary,Santiago,,1982
1680,Indonesia,Taiwan,1,0,home_team,False,False,False,,Preliminary,Jakarta,,1982
1681,Austria,Finland,5,1,home_team,False,False,False,,Preliminary,Linz,,1982
1682,Norway,Switzerland,1,1,draw,False,False,False,,Preliminary,Oslo,,1982
1683,Chile,Paraguay,3,0,home_team,False,False,False,,Preliminary,Santiago,,1982
1684,Sweden,Portugal,3,0,home_team,False,False,False,,Preliminary,Stockholm,,1982
1685,Taiwan,Indonesia,2,0,home_team,False,False,False,,Preliminary,Taipei,,1982
1686,Colombia,Peru,1,1,draw,False,False,False,,Preliminary,Bogotá,,1982
1687,Fiji,Australia,1,4,away_team,False,False,False,,Preliminary,Suva,,1982
1688,Taiwan,Fiji,0,0,draw,False,False,False,,Preliminary,Taipei,,1982
1689,Uruguay,Colombia,3,2,home_team,False,False,False,,Preliminary,Montevideo,,1982
1690,Indonesia,Fiji,3,3,draw,False,False,False,,Preliminary,Jakarta,,1982
1691,Australia,Fiji,10,0,home_team,False,False,False,,Preliminary,Melbourne,,1982
1692,Peru,Colombia,2,0,home_team,False,False,False,,Preliminary,Lima,,1982
1693,New Zealand,Fiji,13,0,home_team,False,False,False,,Preliminary,Auckland,,1982
1694,Uruguay,Peru,1,2,away_team,False,False,False,,Preliminary,Montevideo,,1982
1695,Indonesia,Australia,1,0,home_team,False,False,False,,Preliminary,Surabaya,,1982
1696,Finland,Albania,2,1,home_team,False,False,False,,Preliminary,Kotka,,1982
1697,Peru,Uruguay,0,0,draw,False,False,False,,Preliminary,Lima,,1982
1698,Taiwan,Australia,0,0,draw,False,False,False,,Preliminary,Taipei,,1982
1699,Netherlands,Ireland,2,2,draw,False,False,False,,Preliminary,Rotterdam,,1982
1700,Belgium,France,2,0,home_team,False,False,False,,Preliminary,Bruxelles,,1982
1701,Iceland,Turkey,2,0,home_team,False,False,False,,Preliminary,Reykjavík,,1982
1702,Czechoslovakia,Wales,2,0,home_team,False,False,False,,Preliminary,Praha,,1982
1703,Norway,England,2,1,home_team,False,False,False,,Preliminary,Oslo,,1982
1704,Denmark,Yugoslavia,1,2,away_team,False,False,False,,Preliminary,København,,1982
1705,Scotland,Sweden,2,0,home_team,False,False,False,,Preliminary,Glasgow,,1982
1706,Colombia,Uruguay,1,1,draw,False,False,False,,Preliminary,Bogotá,,1982
1707,FRG,Finland,7,1,home_team,False,False,False,,Preliminary,Bochum,,1982
1708,Iceland,Czechoslovakia,1,1,draw,False,False,False,,Preliminary,Reykjavík,,1982
1709,Soviet Union,Turkey,4,0,home_team,False,False,False,,Preliminary,Moskva,,1982
1710,Romania,Hungary,0,0,draw,False,False,False,,Preliminary,Bucureşti,,1982
1711,China,New Zealand,0,0,draw,False,False,False,,Preliminary,Beijing,,1982
1712,New Zealand,China,1,0,home_team,False,False,False,,Preliminary,Auckland,,1982
1713,Turkey,Soviet Union,0,3,away_team,False,False,False,,Preliminary,İzmir,,1982
1714,Romania,Switzerland,1,2,away_team,False,False,False,,Preliminary,Bucureşti,,1982
1715,GDR,Poland,2,3,away_team,False,False,False,,Preliminary,Leipzig,,1982
1716,Nigeria,Algeria,0,2,away_team,False,False,False,,Preliminary,Lagos,,1982
1717,New Zealand,Kuwait,1,2,away_team,False,False,False,,Preliminary,Auckland,,1982
1718,Austria,FRG,1,3,away_team,False,False,False,,Preliminary,Wien,,1982
1719,Albania,Bulgaria,0,2,away_team,False,False,False,,Preliminary,Tiranë,,1982
1720,Netherlands,Belgium,3,0,home_team,False,False,False,,Preliminary,Rotterdam,,1982
1721,Ireland,France,3,2,home_team,False,False,False,,Preliminary,Dublin,,1982
1722,Wales,Iceland,2,2,draw,False,False,False,,Preliminary,Swansea,,1982
1723,Hungary,Switzerland,3,0,home_team,False,False,False,,Preliminary,Budapest,,1982
1724,Greece,Denmark,2,3,away_team,False,False,False,,Preliminary,Thessaloníkê,,1982
1725,Portugal,Sweden,1,2,away_team,False,False,False,,Preliminary,Lisboa,,1982
1726,Northern Ireland,Scotland,0,0,draw,False,False,False,,Preliminary,Belfast,,1982
1727,Yugoslavia,Italy,1,1,draw,False,False,False,,Preliminary,Beograd,,1982
1728,China,Kuwait,3,0,home_team,False,False,False,,Preliminary,Beijing,,1982
1729,Soviet Union,Czechoslovakia,2,0,home_team,False,False,False,,Preliminary,Tbilisi,,1982
1730,Israel,Portugal,4,1,home_team,False,False,False,,Preliminary,Tel Aviv,,1982
1731,Algeria,Nigeria,2,1,home_team,False,False,False,,Preliminary,Constantine,,1982
1732,Hungary,Norway,4,1,home_team,False,False,False,,Preliminary,Budapest,,1982
1733,Mexico,Cuba,4,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1734,Canada,El Salvador,1,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1735,Honduras,Haiti,4,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1736,Saudi Arabia,Kuwait,0,1,away_team,False,False,False,,Preliminary,Riyadh,,1982
1737,Canada,Haiti,1,1,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1738,Mexico,El Salvador,0,1,away_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1739,Honduras,Cuba,2,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1740,Bulgaria,Austria,0,0,draw,False,False,False,,Preliminary,Sofija,,1982
1741,Switzerland,Romania,0,0,draw,False,False,False,,Preliminary,Bern,,1982
1742,GDR,Malta,5,1,home_team,False,False,False,,Preliminary,Jena,,1982
1743,Cuba,El Salvador,0,0,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1744,Haiti,Mexico,1,1,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1745,Honduras,Canada,2,1,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1746,Saudi Arabia,China,2,4,away_team,False,False,False,,Preliminary,Kuala Lumpur,,1982
1747,Italy,Greece,1,1,draw,False,False,False,,Preliminary,Torino,,1982
1748,Poland,Malta,6,0,home_team,False,False,False,,Preliminary,Wrocław,,1982
1749,Haiti,Cuba,0,2,away_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1750,Mexico,Canada,1,1,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1751,Morocco,Cameroon,0,2,away_team,False,False,False,,Preliminary,Kénitra,,1982
1752,Honduras,El Salvador,0,0,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1753,FRG,Albania,8,0,home_team,False,False,False,,Preliminary,Dortmund,,1982
1754,France,Netherlands,2,0,home_team,False,False,False,,Preliminary,Paris,,1982
1755,Soviet Union,Wales,3,0,home_team,False,False,False,,Preliminary,Tbilisi,,1982
1756,England,Hungary,1,0,home_team,False,False,False,,Preliminary,London,,1982
1757,Northern Ireland,Israel,1,0,home_team,False,False,False,,Preliminary,Belfast,,1982
1758,Portugal,Scotland,2,1,home_team,False,False,False,,Preliminary,Lisboa,,1982
1759,El Salvador,Haiti,1,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,1982
1760,China,Saudi Arabia,2,0,home_team,False,False,False,,Preliminary,Kuala Lumpur,,1982
1761,Yugoslavia,Luxembourg,5,0,home_team,False,False,False,,Preliminary,Novi Sad,,1982
1762,Cuba,Canada,2,2,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1763,FRG,Bulgaria,4,0,home_team,False,False,False,,Preliminary,Düsseldorf,,1982
1764,Honduras,Mexico,0,0,draw,False,False,False,,Preliminary,Tegucigalpa,,1982
1765,New Zealand,Saudi Arabia,2,2,draw,False,False,False,,Preliminary,Auckland,,1982
1766,Czechoslovakia,Soviet Union,1,1,draw,False,False,False,,Preliminary,Bratislava,,1982
1767,Greece,Yugoslavia,1,2,away_team,False,False,False,,Preliminary,Peiraiás,,1982
1768,Cameroon,Morocco,2,1,home_team,False,False,False,,Preliminary,Yaoundé,,1982
1769,Kuwait,China,1,0,home_team,False,False,False,,Preliminary,Kuwait,,1982
1770,France,Cyprus,4,0,home_team,False,False,False,,Preliminary,Paris,,1982
1771,Italy,Luxembourg,1,0,home_team,False,False,False,,Preliminary,Napoli,,1982
