,home_team_id,away_team_id,home_result,away_result,result,extra_time,penalties,replay,date,round,city,id_stadium,edition
4214,Bulgaria,Northern Ireland,4,3,home_team,False,False,False,,Preliminary,Sofija,,2002
4215,Czech Republic,Denmark,0,0,draw,False,False,False,,Preliminary,Praha,,2002
4216,Slovakia,Azerbaijan,3,1,home_team,False,False,False,,Preliminary,Trnava,,2002
4217,Macedonia,Turkey,1,2,away_team,False,False,False,,Preliminary,Skopje,,2002
4218,Moldova,Sweden,0,2,away_team,False,False,False,,Preliminary,Chişinău,,2002
4219,Poland,Armenia,4,0,home_team,False,False,False,,Preliminary,Warszawa,,2002
4220,Wales,Ukraine,1,1,draw,False,False,False,,Preliminary,Cardiff,,2002
4221,Belarus,Norway,2,1,home_team,False,False,False,,Preliminary,Minsk,,2002
4222,Scotland,San Marino,4,0,home_team,False,False,False,,Preliminary,Glasgow,,2002
4223,Liechtenstein,Bosnia-Herzegovina,0,3,away_team,False,False,False,,Preliminary,Vaduz,,2002
4224,Austria,Israel,2,1,home_team,False,False,False,,Preliminary,Wien,,2002
4225,Georgia,Romania,0,2,away_team,False,False,False,,Preliminary,Tbilisi,,2002
4226,Italy,Lithuania,4,0,home_team,False,False,False,,Preliminary,Trieste,,2002
4227,Albania,England,1,3,away_team,False,False,False,,Preliminary,Tiranë,,2002
4228,Greece,Germany,2,4,away_team,False,False,False,,Preliminary,Athína,,2002
4229,Ecuador,Brazil,1,0,home_team,False,False,False,,Preliminary,Quito,,2002
4230,Uruguay,Paraguay,0,1,away_team,False,False,False,,Preliminary,Montevideo,,2002
4231,Argentina,Venezuela,5,0,home_team,False,False,False,,Preliminary,Buenos Aires,,2002
4232,Honduras,USA,1,2,away_team,False,False,False,,Preliminary,San Pedro Sula,,2002
4233,Costa Rica,Trinidad and Tobago,3,0,home_team,False,False,False,,Preliminary,San José,,2002
4234,Maldives,Cambodia,6,0,home_team,False,False,False,,Preliminary,Malé,,2002
4235,Brunei,Yemen,0,5,away_team,False,False,False,,Preliminary,Bandar Seri Begawan,,2002
4236,Samoa,Tonga,0,1,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4237,Fiji,American Samoa,13,0,home_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4238,India,United Arab Emirates,1,0,home_team,False,False,False,,Preliminary,Bangalore,,2002
4239,Indonesia,Maldives,5,0,home_team,False,False,False,,Preliminary,Jakarta,,2002
4240,Tonga,Australia,0,22,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4241,American Samoa,Samoa,0,8,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4242,Samoa,Fiji,1,6,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4243,Australia,American Samoa,31,0,home_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4244,Nepal,Kazakhstan,0,6,away_team,False,False,False,,Preliminary,Baghdad,,2002
4245,Iraq,Macao,8,0,home_team,False,False,False,,Preliminary,Baghdad,,2002
4246,Kazakhstan,Macao,3,0,home_team,False,False,False,,Preliminary,Baghdad,,2002
4247,Nepal,Iraq,1,9,away_team,False,False,False,,Preliminary,Baghdad,,2002
4248,Brunei,United Arab Emirates,0,12,away_team,False,False,False,,Preliminary,Bandar Seri Begawan,,2002
4249,Fiji,Australia,0,2,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4250,American Samoa,Tonga,0,5,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4251,India,Yemen,1,1,draw,False,False,False,,Preliminary,Bangalore,,2002
4252,Cambodia,Maldives,1,1,draw,False,False,False,,Preliminary,Phnom Penh,,2002
4253,Nepal,Macao,4,1,home_team,False,False,False,,Preliminary,Baghdad,,2002
4254,Kazakhstan,Iraq,1,1,draw,False,False,False,,Preliminary,Baghdad,,2002
4255,Australia,Samoa,11,0,home_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4256,Tonga,Fiji,1,8,away_team,False,False,False,,Preliminary,Coffs Harbour,,2002
4257,Kazakhstan,Nepal,4,0,home_team,False,False,False,,Preliminary,Almaty,,2002
4258,Macao,Iraq,0,5,away_team,False,False,False,,Preliminary,Almaty,,2002
4259,Zambia,Angola,1,1,draw,False,False,False,,Preliminary,Chingola,,2002
4260,Sierra Leone,Nigeria,1,0,home_team,False,False,False,,Preliminary,Freetown,,2002
4261,Senegal,Algeria,3,0,home_team,False,False,False,,Preliminary,Dakar,,2002
4262,Morocco,Namibia,3,0,home_team,False,False,False,,Preliminary,Rabat,,2002
4263,Burkina Faso,Malawi,4,2,home_team,False,False,False,,Preliminary,Ouagadougou,,2002
4264,Indonesia,Cambodia,6,0,home_team,False,False,False,,Preliminary,Jakarta,,2002
4265,China,Maldives,10,1,home_team,False,False,False,,Preliminary,Xian,,2002
4266,Cameroon,Libya,1,0,home_team,False,False,False,,Preliminary,Yaoundé,,2002
4267,Liberia,Sudan,2,0,home_team,False,False,False,,Preliminary,Paynesville,,2002
4268,D.R. Congo,Madagascar,1,0,home_team,False,False,False,,Preliminary,Kinshasa,,2002
4269,Ivory Coast,Congo,2,0,home_team,False,False,False,,Preliminary,Abidjan,,2002
4270,Macao,Kazakhstan,0,5,away_team,False,False,False,,Preliminary,Almaty,,2002
4271,Iraq,Nepal,4,2,home_team,False,False,False,,Preliminary,Almaty,,2002
4272,Turkmenistan,Jordan,2,0,home_team,False,False,False,,Preliminary,Tashkent,,2002
4273,Uzbekistan,Taiwan,7,0,home_team,False,False,False,,Preliminary,Tashkent,,2002
4274,Ecuador,Paraguay,2,1,home_team,False,False,False,,Preliminary,Quito,,2002
4275,Venezuela,Colombia,2,2,draw,False,False,False,,Preliminary,San Cristóbal,,2002
4276,Chile,Uruguay,0,1,away_team,False,False,False,,Preliminary,Santiago,,2002
4277,Yugoslavia,Russia,0,1,away_team,False,False,False,,Preliminary,Beograd,,2002
4278,Ireland,Andorra,3,1,home_team,False,False,False,,Preliminary,Dublin,,2002
4279,Netherlands,Cyprus,4,0,home_team,False,False,False,,Preliminary,Eindhoven,,2002
4280,Malta,Iceland,1,4,away_team,False,False,False,,Preliminary,TaQali,,2002
4281,Latvia,San Marino,1,1,draw,False,False,False,,Preliminary,Rīga,,2002
4282,Austria,Liechtenstein,2,0,home_team,False,False,False,,Preliminary,Innsbruck,,2002
4283,Bolivia,Argentina,3,3,draw,False,False,False,,Preliminary,La Paz,,2002
4284,Brazil,Peru,1,1,draw,False,False,False,,Preliminary,São Paulo,,2002
4285,Trinidad and Tobago,Mexico,1,1,draw,False,False,False,,Preliminary,Port of Spain,,2002
4286,USA,Costa Rica,1,0,home_team,False,False,False,,Preliminary,Kansas City,,2002
4287,Jamaica,Honduras,1,1,draw,False,False,False,,Preliminary,Kingston,,2002
4288,Macao,Nepal,1,6,away_team,False,False,False,,Preliminary,Almaty,,2002
4289,Iraq,Kazakhstan,1,1,draw,False,False,False,,Preliminary,Almaty,,2002
4290,Taiwan,Jordan,0,2,away_team,False,False,False,,Preliminary,Tashkent,,2002
4291,Uzbekistan,Turkmenistan,1,0,home_team,False,False,False,,Preliminary,Tashkent,,2002
4292,United Arab Emirates,India,1,0,home_team,False,False,False,,Preliminary,Al-Ain,,2002
4293,Taiwan,Turkmenistan,0,5,away_team,False,False,False,,Preliminary,Tashkent,,2002
4294,Uzbekistan,Jordan,2,2,draw,False,False,False,,Preliminary,Tashkent,,2002
4295,Yemen,Brunei,1,0,home_team,False,False,False,,Preliminary,Sanaa,,2002
4296,Maldives,China,0,1,away_team,False,False,False,,Preliminary,Malé,,2002
4297,Congo,Madagascar,2,0,home_team,False,False,False,,Preliminary,Pointe-Noire,,2002
4298,Cambodia,Indonesia,0,2,away_team,False,False,False,,Preliminary,Phnom Penh,,2002
4299,Syria,Philippines,12,0,home_team,False,False,False,,Preliminary,Aleppo,,2002
4300,Oman,Laos,12,0,home_team,False,False,False,,Preliminary,Muscat,,2002
4301,Jordan,Taiwan,6,0,home_team,False,False,False,,Preliminary,Amman,,2002
4302,Turkmenistan,Uzbekistan,2,5,away_team,False,False,False,,Preliminary,Amman,,2002
4303,Philippines,Syria,1,5,away_team,False,False,False,,Preliminary,Aleppo,,2002
4304,Laos,Oman,0,7,away_team,False,False,False,,Preliminary,Muscat,,2002
4305,Yemen,India,3,3,draw,False,False,False,,Preliminary,Sanaa,,2002
4306,United Arab Emirates,Brunei,4,0,home_team,False,False,False,,Preliminary,Al-Ain,,2002
4307,Algeria,Morocco,1,2,away_team,False,False,False,,Preliminary,Algiers,,2002
4308,Taiwan,Uzbekistan,0,4,away_team,False,False,False,,Preliminary,Amman,,2002
4309,Jordan,Turkmenistan,1,2,away_team,False,False,False,,Preliminary,Amman,,2002
4310,Nigeria,Liberia,2,0,home_team,False,False,False,,Preliminary,Port Harcourt,,2002
4311,Sierra Leone,Ghana,1,1,draw,False,False,False,,Preliminary,Freetown,,2002
4312,Madagascar,Tunisia,0,2,away_team,False,False,False,,Preliminary,Antananarivo,,2002
4313,South Africa,Zimbabwe,2,1,home_team,False,False,False,,Preliminary,Johannesburg,,2002
4314,Cambodia,China,0,4,away_team,False,False,False,,Preliminary,Phnom Penh,,2002
4315,Maldives,Indonesia,0,2,away_team,False,False,False,,Preliminary,Malé,,2002
4316,Angola,Cameroon,2,0,home_team,False,False,False,,Preliminary,Luanda,,2002
4317,Togo,Zambia,3,2,home_team,False,False,False,,Preliminary,Lomé,,2002
4318,Egypt,Senegal,1,0,home_team,False,False,False,,Preliminary,Cairo,,2002
4319,Congo,D.R. Congo,1,1,draw,False,False,False,,Preliminary,Pointe-Noire,,2002
4320,Syria,Laos,11,0,home_team,False,False,False,,Preliminary,Aleppo,,2002
4321,Oman,Philippines,7,0,home_team,False,False,False,,Preliminary,Muscat,,2002
4322,Turkmenistan,Taiwan,1,0,home_team,False,False,False,,Preliminary,Amman,,2002
4323,Jordan,Uzbekistan,1,1,draw,False,False,False,,Preliminary,Amman,,2002
4324,Laos,Syria,0,9,away_team,False,False,False,,Preliminary,Aleppo,,2002
4325,Philippines,Oman,0,2,away_team,False,False,False,,Preliminary,Muscat,,2002
4326,Yemen,United Arab Emirates,2,1,home_team,False,False,False,,Preliminary,Sanaa,,2002
4327,Brunei,India,0,1,away_team,False,False,False,,Preliminary,Bandar Seri Begawan,,2002
4328,Thailand,Sri Lanka,4,2,home_team,False,False,False,,Preliminary,Beirut,,2002
4329,Lebanon,Pakistan,6,0,home_team,False,False,False,,Preliminary,Beirut,,2002
4330,China,Indonesia,5,1,home_team,False,False,False,,Preliminary,Kunming,,2002
4331,Thailand,Pakistan,3,0,home_team,False,False,False,,Preliminary,Beirut,,2002
4332,Lebanon,Sri Lanka,4,0,home_team,False,False,False,,Preliminary,Beirut,,2002
4333,Pakistan,Sri Lanka,3,3,draw,False,False,False,,Preliminary,Beirut,,2002
4334,Lebanon,Thailand,1,2,away_team,False,False,False,,Preliminary,Beirut,,2002
4335,Syria,Oman,3,3,draw,False,False,False,,Preliminary,Aleppo,,2002
4336,United Arab Emirates,Yemen,3,2,home_team,False,False,False,,Preliminary,Al-Ain,,2002
4337,Laos,Philippines,2,0,home_team,False,False,False,,Preliminary,Vientiane,,2002
4338,India,Brunei,5,0,home_team,False,False,False,,Preliminary,Bangalore,,2002
4339,China,Cambodia,3,1,home_team,False,False,False,,Preliminary,Guangzhou,,2002
4340,Tunisia,Ivory Coast,1,1,draw,False,False,False,,Preliminary,Tunis,,2002
4341,Oman,Syria,2,0,home_team,False,False,False,,Preliminary,Muscat,,2002
4342,Philippines,Laos,1,1,draw,False,False,False,,Preliminary,Manila,,2002
4343,Pakistan,Lebanon,1,8,away_team,False,False,False,,Preliminary,Bangkok,,2002
4344,Sri Lanka,Thailand,0,3,away_team,False,False,False,,Preliminary,Bangkok,,2002
4345,Indonesia,China,0,2,away_team,False,False,False,,Preliminary,Jakarta,,2002
4346,Sri Lanka,Lebanon,0,5,away_team,False,False,False,,Preliminary,Bangkok,,2002
4347,Pakistan,Thailand,0,6,away_team,False,False,False,,Preliminary,Bangkok,,2002
4348,Sri Lanka,Pakistan,3,1,home_team,False,False,False,,Preliminary,Bangkok,,2002
4349,Thailand,Lebanon,2,2,draw,False,False,False,,Preliminary,Bangkok,,2002
4350,Russia,Yugoslavia,1,1,draw,False,False,False,,Preliminary,Moskva,,2002
4351,Faroe Islands,Switzerland,0,1,away_team,False,False,False,,Preliminary,Toftír,,2002
4352,Slovenia,Luxembourg,2,0,home_team,False,False,False,,Preliminary,Ljubljana,,2002
4353,Ireland,Portugal,1,1,draw,False,False,False,,Preliminary,Dublin,,2002
4354,Estonia,Netherlands,2,4,away_team,False,False,False,,Preliminary,Tallinn,,2002
4355,Northern Ireland,Bulgaria,0,1,away_team,False,False,False,,Preliminary,Belfast,,2002
4356,Iceland,Malta,3,0,home_team,False,False,False,,Preliminary,Reykjavík,,2002
4357,Denmark,Czech Republic,2,1,home_team,False,False,False,,Preliminary,København,,2002
4358,Sweden,Slovakia,2,0,home_team,False,False,False,,Preliminary,Stockholm,,2002
4359,Macedonia,Moldova,2,2,draw,False,False,False,,Preliminary,Skopje,,2002
4360,Turkey,Azerbaijan,3,0,home_team,False,False,False,,Preliminary,İstanbul,,2002
4361,Wales,Poland,1,2,away_team,False,False,False,,Preliminary,Cardiff,,2002
4362,Ukraine,Norway,0,0,draw,False,False,False,,Preliminary,Kyïv,,2002
4363,Armenia,Belarus,0,0,draw,False,False,False,,Preliminary,Erevan,,2002
4364,Belgium,Latvia,3,1,home_team,False,False,False,,Preliminary,Bruxelles,,2002
4365,Croatia,San Marino,4,0,home_team,False,False,False,,Preliminary,Varaždin,,2002
4366,Liechtenstein,Israel,0,3,away_team,False,False,False,,Preliminary,Vaduz,,2002
4367,Spain,Bosnia-Herzegovina,4,1,home_team,False,False,False,,Preliminary,Oviedo,,2002
4368,Romania,Hungary,2,0,home_team,False,False,False,,Preliminary,Bucureşti,,2002
4369,Georgia,Italy,1,2,away_team,False,False,False,,Preliminary,Tbilisi,,2002
4370,Finland,Germany,2,2,draw,False,False,False,,Preliminary,Helsinki,,2002
4371,Greece,Albania,1,0,home_team,False,False,False,,Preliminary,Iráklion,,2002
4372,Peru,Ecuador,1,2,away_team,False,False,False,,Preliminary,Lima,,2002
4373,Paraguay,Chile,1,0,home_team,False,False,False,,Preliminary,Asunción,,2002
4374,Argentina,Colombia,3,0,home_team,False,False,False,,Preliminary,Buenos Aires,,2002
4375,Bolivia,Venezuela,5,0,home_team,False,False,False,,Preliminary,La Paz,,2002
4376,Vanuatu,Tahiti,1,6,away_team,False,False,False,,Preliminary,Albany,,2002
4377,Solomon Islands,Cook Islands,9,1,home_team,False,False,False,,Preliminary,Albany,,2002
4378,Faroe Islands,Yugoslavia,0,6,away_team,False,False,False,,Preliminary,Toftír,,2002
4379,Luxembourg,Russia,1,2,away_team,False,False,False,,Preliminary,Luxembourg,,2002
4380,Switzerland,Slovakia,0,1,away_team,False,False,False,,Preliminary,Basel,,2002
4381,Estonia,Ireland,0,2,away_team,False,False,False,,Preliminary,Tallinn,,2002
4382,Portugal,Cyprus,6,0,home_team,False,False,False,,Preliminary,Lisboa,,2002
4383,Czech Republic,Northern Ireland,3,1,home_team,False,False,False,,Preliminary,Teplice,,2002
4384,Iceland,Bulgaria,1,1,draw,False,False,False,,Preliminary,Reykjavík,,2002
4385,Denmark,Malta,2,1,home_team,False,False,False,,Preliminary,København,,2002
4386,Azerbaijan,Slovakia,2,0,home_team,False,False,False,,Preliminary,Baku,,2002
4387,Sweden,Moldova,6,0,home_team,False,False,False,,Preliminary,Göteborg,,2002
4388,Turkey,Macedonia,3,3,draw,False,False,False,,Preliminary,Bursa,,2002
4389,Norway,Belarus,1,1,draw,False,False,False,,Preliminary,Oslo,,2002
4390,Ukraine,Wales,1,1,draw,False,False,False,,Preliminary,Kyïv,,2002
4391,Armenia,Poland,1,1,draw,False,False,False,,Preliminary,Erevan,,2002
4392,Latvia,Croatia,0,1,away_team,False,False,False,,Preliminary,Rīga,,2002
4393,San Marino,Belgium,1,4,away_team,False,False,False,,Preliminary,Serravalle,,2002
4394,Israel,Spain,1,1,draw,False,False,False,,Preliminary,Tel Aviv,,2002
4395,Lithuania,Romania,1,2,away_team,False,False,False,,Preliminary,Kaunas,,2002
4396,Hungary,Georgia,4,1,home_team,False,False,False,,Preliminary,Budapest,,2002
4397,Albania,Germany,0,2,away_team,False,False,False,,Preliminary,Tiranë,,2002
4398,Greece,England,0,2,away_team,False,False,False,,Preliminary,Athína,,2002
4399,Tahiti,New Zealand,0,5,away_team,False,False,False,,Preliminary,Albany,,2002
4400,Cook Islands,Vanuatu,1,8,away_team,False,False,False,,Preliminary,Albany,,2002
4401,Vanuatu,Solomon Islands,2,7,away_team,False,False,False,,Preliminary,Albany,,2002
4402,New Zealand,Cook Islands,2,0,home_team,False,False,False,,Preliminary,Albany,,2002
4403,Solomon Islands,New Zealand,1,5,away_team,False,False,False,,Preliminary,Albany,,2002
4404,Cook Islands,Tahiti,0,6,away_team,False,False,False,,Preliminary,Albany,,2002
4405,New Zealand,Vanuatu,7,0,home_team,False,False,False,,Preliminary,Albany,,2002
4406,Tahiti,Solomon Islands,2,0,home_team,False,False,False,,Preliminary,Albany,,2002
4407,Mexico,Costa Rica,1,2,away_team,False,False,False,,Preliminary,México DF,,2002
4408,Jamaica,USA,0,0,draw,False,False,False,,Preliminary,Kingston,,2002
4409,Trinidad and Tobago,Honduras,2,4,away_team,False,False,False,,Preliminary,Port of Spain,,2002
4410,USA,Trinidad and Tobago,2,0,home_team,False,False,False,,Preliminary,Foxboro,,2002
4411,Honduras,Mexico,3,1,home_team,False,False,False,,Preliminary,San Pedro Sula,,2002
4412,Costa Rica,Jamaica,2,1,home_team,False,False,False,,Preliminary,San José,,2002
4413,New Zealand,Australia,0,2,away_team,False,False,False,,Preliminary,Wellington,,2002
4414,Australia,New Zealand,4,1,home_team,False,False,False,,Preliminary,Sydney,,2002
4415,Libya,Angola,1,1,draw,False,False,False,,Preliminary,Tripoli,,2002
4416,Trinidad and Tobago,Jamaica,1,2,away_team,False,False,False,,Preliminary,Port of Spain,,2002
4417,Namibia,Algeria,0,4,away_team,False,False,False,,Preliminary,Windhoek,,2002
4418,Morocco,Egypt,1,0,home_team,False,False,False,,Preliminary,Rabat,,2002
4419,Uruguay,Brazil,1,0,home_team,False,False,False,,Preliminary,Montevideo,,2002
4420,Mexico,USA,1,0,home_team,True,False,False,,Preliminary,México DF,,2002
4421,Honduras,Costa Rica,2,3,away_team,False,False,False,,Preliminary,Tegucigalpa,,2002
4422,Cameroon,Togo,2,0,home_team,False,False,False,,Preliminary,Yaoundé,,2002
4423,Liberia,Ghana,1,2,away_team,False,False,False,,Preliminary,Monrovia,,2002
4424,Sudan,Nigeria,0,4,away_team,False,False,False,,Preliminary,Omdurman,,2002
4425,Ivory Coast,Madagascar,6,0,home_team,False,False,False,,Preliminary,Abidjan,,2002
4426,Tunisia,Congo,6,0,home_team,False,False,False,,Preliminary,Tunis,,2002
4427,Burkina Faso,South Africa,1,1,draw,False,False,False,,Preliminary,Ouagadougou,,2002
4428,Egypt,Namibia,8,2,home_team,False,False,False,,Preliminary,Alexandria,,2002
4429,Zambia,Cameroon,2,2,draw,False,False,False,,Preliminary,Lusaka,,2002
4430,Sierra Leone,Liberia,0,1,away_team,False,False,False,,Preliminary,Freetown,,2002
4431,Senegal,Morocco,1,0,home_team,False,False,False,,Preliminary,Dakar,,2002
4432,South Africa,Malawi,2,0,home_team,False,False,False,,Preliminary,Durban,,2002
4433,Togo,Libya,2,0,home_team,False,False,False,,Preliminary,Lomé,,2002
4434,Ghana,Sudan,1,0,home_team,False,False,False,,Preliminary,Accra,,2002
4435,D.R. Congo,Tunisia,0,3,away_team,False,False,False,,Preliminary,Kinshasa,,2002
4436,Congo,Ivory Coast,1,1,draw,False,False,False,,Preliminary,Pointe-Noire,,2002
4437,Zimbabwe,Burkina Faso,1,0,home_team,False,False,False,,Preliminary,Harare,,2002
4438,Algeria,Egypt,1,1,draw,False,False,False,,Preliminary,Annaba,,2002
4439,Namibia,Senegal,0,5,away_team,False,False,False,,Preliminary,Windhoek,,2002
4440,Libya,Zambia,2,4,away_team,False,False,False,,Preliminary,Tripoli,,2002
4441,Malawi,Zimbabwe,0,1,away_team,False,False,False,,Preliminary,Blantyre,,2002
4442,Angola,Togo,1,1,draw,False,False,False,,Preliminary,Luanda,,2002
4443,Nigeria,Ghana,3,0,home_team,False,False,False,,Preliminary,Port Harcourt,,2002
4444,Sudan,Sierra Leone,3,0,home_team,False,False,False,,Preliminary,Omdurman,,2002
4445,Madagascar,Congo,1,0,home_team,False,False,False,,Preliminary,Antananarivo,,2002
4446,Ivory Coast,D.R. Congo,1,2,away_team,False,False,False,,Preliminary,Abidjan,,2002
4447,Venezuela,Uruguay,2,0,home_team,False,False,False,,Preliminary,Maracaibo,,2002
4448,Chile,Bolivia,2,2,draw,False,False,False,,Preliminary,Santiago,,2002
4449,Yugoslavia,Faroe Islands,2,0,home_team,False,False,False,,Preliminary,Beograd,,2002
4450,Estonia,Cyprus,2,2,draw,False,False,False,,Preliminary,Tallinn,,2002
4451,Ecuador,Argentina,0,2,away_team,False,False,False,,Preliminary,Quito,,2002
4452,Brazil,Paraguay,2,0,home_team,False,False,False,,Preliminary,Porto Alegre,,2002
4453,Colombia,Peru,0,1,away_team,False,False,False,,Preliminary,Bogotá,,2002
4454,Qatar,Oman,0,0,draw,False,False,False,,Preliminary,Doha,,2002
4455,Iraq,Thailand,4,0,home_team,False,False,False,,Preliminary,Baghdad,,2002
4456,Saudi Arabia,Bahrain,1,1,draw,False,False,False,,Preliminary,Riyadh,,2002
4457,United Arab Emirates,Uzbekistan,4,1,home_team,False,False,False,,Preliminary,Abu Dhabi,,2002
4458,Bahrain,Iraq,2,0,home_team,False,False,False,,Preliminary,Manama,,2002
4459,Iran,Saudi Arabia,2,0,home_team,False,False,False,,Preliminary,Tehran,,2002
4460,China,United Arab Emirates,3,0,home_team,False,False,False,,Preliminary,Shenyang,,2002
4461,Uzbekistan,Qatar,2,1,home_team,False,False,False,,Preliminary,Tashkent,,2002
4462,Saudi Arabia,Iraq,1,0,home_team,False,False,False,,Preliminary,Manama,,2002
4463,United Arab Emirates,Qatar,0,2,away_team,False,False,False,,Preliminary,Abu Dhabi,,2002
4464,Oman,China,0,2,away_team,False,False,False,,Preliminary,Muscat,,2002
4465,Faroe Islands,Luxembourg,1,0,home_team,False,False,False,,Preliminary,Toftír,,2002
4466,Switzerland,Yugoslavia,1,2,away_team,False,False,False,,Preliminary,Basel,,2002
4467,Slovenia,Russia,2,1,home_team,False,False,False,,Preliminary,Ljubljana,,2002
4468,Ireland,Netherlands,1,0,home_team,False,False,False,,Preliminary,Dublin,,2002
4469,Andorra,Portugal,1,7,away_team,False,False,False,,Preliminary,Lleida,,2002
4470,Iceland,Czech Republic,3,1,home_team,False,False,False,,Preliminary,Reykjavík,,2002
4471,Denmark,Northern Ireland,1,1,draw,False,False,False,,Preliminary,København,,2002
4472,Malta,Bulgaria,0,2,away_team,False,False,False,,Preliminary,TaQali,,2002
4473,Moldova,Azerbaijan,2,0,home_team,False,False,False,,Preliminary,Chişinău,,2002
4474,Slovakia,Turkey,0,1,away_team,False,False,False,,Preliminary,Bratislava,,2002
4475,Macedonia,Sweden,1,2,away_team,False,False,False,,Preliminary,Skopje,,2002
4476,Wales,Armenia,0,0,draw,False,False,False,,Preliminary,Cardiff,,2002
4477,Poland,Norway,3,0,home_team,False,False,False,,Preliminary,Chorzów,,2002
4478,Belarus,Ukraine,0,2,away_team,False,False,False,,Preliminary,Minsk,,2002
4479,Scotland,Croatia,0,0,draw,False,False,False,,Preliminary,Glasgow,,2002
4480,Bosnia-Herzegovina,Israel,0,0,draw,False,False,False,,Preliminary,Sarajevo,,2002
4481,Spain,Austria,4,0,home_team,False,False,False,,Preliminary,Valencia,,2002
4482,Lithuania,Italy,0,0,draw,False,False,False,,Preliminary,Kaunas,,2002
4483,Georgia,Hungary,3,1,home_team,False,False,False,,Preliminary,Tbilisi,,2002
4484,Albania,Finland,0,2,away_team,False,False,False,,Preliminary,Tiranë,,2002
4485,Germany,England,1,5,away_team,False,False,False,,Preliminary,München,,2002
4486,USA,Honduras,2,3,away_team,False,False,False,,Preliminary,Washington,,2002
4487,Trinidad and Tobago,Costa Rica,0,2,away_team,False,False,False,,Preliminary,Port of Spain,,2002
4488,Thailand,Iran,0,0,draw,False,False,False,,Preliminary,Bangkok,,2002
4489,Jamaica,Mexico,1,2,away_team,False,False,False,,Preliminary,Kingston,,2002
4490,Chile,Venezuela,0,2,away_team,False,False,False,,Preliminary,Santiago,,2002
4491,Peru,Uruguay,0,2,away_team,False,False,False,,Preliminary,Lima,,2002
4492,Faroe Islands,Russia,0,3,away_team,False,False,False,,Preliminary,Tórshavn,,2002
4493,Luxembourg,Switzerland,0,3,away_team,False,False,False,,Preliminary,Luxembourg,,2002
4494,Yugoslavia,Slovakia,1,1,draw,False,False,False,,Preliminary,Beograd,,2002
4495,Cyprus,Portugal,1,3,away_team,False,False,False,,Preliminary,Lárnax,,2002
4496,Netherlands,Estonia,5,0,home_team,False,False,False,,Preliminary,Eindhoven,,2002
4497,Czech Republic,Malta,3,2,home_team,False,False,False,,Preliminary,Teplice,,2002
4498,Northern Ireland,Iceland,3,0,home_team,False,False,False,,Preliminary,Belfast,,2002
4499,Bulgaria,Denmark,0,2,away_team,False,False,False,,Preliminary,Sofija,,2002
4500,Azerbaijan,Macedonia,1,1,draw,False,False,False,,Preliminary,Baku,,2002
4501,Slovakia,Moldova,4,2,home_team,False,False,False,,Preliminary,Trenčín,,2002
4502,Turkey,Sweden,1,2,away_team,False,False,False,,Preliminary,İstanbul,,2002
4503,Ukraine,Armenia,3,0,home_team,False,False,False,,Preliminary,Lvïv,,2002
4504,Norway,Wales,3,2,home_team,False,False,False,,Preliminary,Oslo,,2002
4505,Belarus,Poland,4,1,home_team,False,False,False,,Preliminary,Minsk,,2002
4506,Belgium,Scotland,2,0,home_team,False,False,False,,Preliminary,Bruxelles,,2002
4507,San Marino,Croatia,0,4,away_team,False,False,False,,Preliminary,Serravalle,,2002
4508,Austria,Bosnia-Herzegovina,2,0,home_team,False,False,False,,Preliminary,Wien,,2002
4509,Liechtenstein,Spain,0,2,away_team,False,False,False,,Preliminary,Vaduz,,2002
4510,Hungary,Romania,0,2,away_team,False,False,False,,Preliminary,Budapest,,2002
4511,Georgia,Lithuania,2,0,home_team,False,False,False,,Preliminary,Tbilisi,,2002
4512,Finland,Greece,5,1,home_team,False,False,False,,Preliminary,Helsinki,,2002
4513,England,Albania,2,0,home_team,False,False,False,,Preliminary,Newcastle,,2002
4514,Paraguay,Bolivia,5,1,home_team,False,False,False,,Preliminary,Asunción,,2002
4515,Argentina,Brazil,2,1,home_team,False,False,False,,Preliminary,Buenos Aires,,2002
4516,Colombia,Ecuador,0,0,draw,False,False,False,,Preliminary,Bogotá,,2002
4517,Mexico,Trinidad and Tobago,3,0,home_team,False,False,False,,Preliminary,México DF,,2002
4518,Honduras,Jamaica,1,0,home_team,False,False,False,,Preliminary,Tegucigalpa,,2002
4519,Costa Rica,USA,2,0,home_team,False,False,False,,Preliminary,San José,,2002
4520,Bahrain,Thailand,1,1,draw,False,False,False,,Preliminary,Manama,,2002
4521,Iraq,Iran,1,2,away_team,False,False,False,,Preliminary,Baghdad,,2002
4522,Qatar,China,1,1,draw,False,False,False,,Preliminary,Doha,,2002
4523,Uzbekistan,Oman,5,0,home_team,False,False,False,,Preliminary,Tashkent,,2002
4524,Iran,Bahrain,0,0,draw,False,False,False,,Preliminary,Tehran,,2002
4525,Oman,United Arab Emirates,1,1,draw,False,False,False,,Preliminary,Muscat,,2002
