id_match,home_team,away_team,home_result,away_result,date,round,city,edition
3928,USA,Barbados,7,0,,Preliminary,Foxboro,2002
3929,Switzerland,Russia,0,1,,Preliminary,Zürich,2002
3930,Andorra,Cyprus,2,3,,Preliminary,Andorra la Vella,2002
3931,Netherlands,Ireland,2,2,,Preliminary,Amsterdam,2002
3932,Northern Ireland,Malta,1,0,,Preliminary,Belfast,2002
3933,Iceland,Denmark,1,2,,Preliminary,Reykjavík,2002
3934,Bulgaria,Czech Republic,0,1,,Preliminary,Sofija,2002
3935,Turkey,Moldova,2,0,,Preliminary,İstanbul,2002
3936,Azerbaijan,Sweden,0,1,,Preliminary,Baku,2002
3937,Norway,Armenia,0,0,,Preliminary,Oslo,2002
3938,Belarus,Wales,2,1,,Preliminary,Minsk,2002
3939,Ukraine,Poland,1,3,,Preliminary,Kyïv,2002
3940,Latvia,Scotland,0,1,,Preliminary,Rīga,2002
3941,Belgium,Croatia,0,0,,Preliminary,Bruxelles,2002
3942,Bosnia-Herzegovina,Spain,1,2,,Preliminary,Sarajevo,2002
3943,Finland,Albania,2,1,,Preliminary,Helsinki,2002
3944,Germany,Greece,2,0,,Preliminary,Hamburg,2002
3945,Paraguay,Venezuela,3,0,,Preliminary,Asunción,2002
3946,Chile,Colombia,0,1,,Preliminary,Santiago,2002
3947,Honduras,El Salvador,5,0,,Preliminary,San Pedro Sula,2002
3948,Faroe Islands,Slovakia,2,2,,Preliminary,Toftír,2002
3949,Luxembourg,Yugoslavia,0,2,,Preliminary,Luxembourg,2002
3950,Estonia,Portugal,1,3,,Preliminary,Tallinn,2002
3951,Slovakia,Macedonia,2,0,,Preliminary,Bratislava,2002
3952,Israel,Liechtenstein,2,0,,Preliminary,Tel Aviv,2002
3953,Romania,Lithuania,1,0,,Preliminary,Bucureşti,2002
3954,Hungary,Italy,2,2,,Preliminary,Budapest,2002
3955,Uruguay,Ecuador,4,0,,Preliminary,Montevideo,2002
3956,Brazil,Bolivia,5,0,,Preliminary,Rio de Janeiro,2002
3957,Peru,Argentina,1,2,,Preliminary,Lima,2002
3958,Mexico,Panama,7,1,,Preliminary,México DF,2002
3959,Trinidad and Tobago,Canada,4,0,,Preliminary,Port of Spain,2002
3960,Jamaica,Saint Vincent & The Grenadines,2,0,,Preliminary,Kingston,2002
3961,Costa Rica,Barbados,3,0,,Preliminary,San José,2002
3962,USA,Guatemala,1,0,,Preliminary,Washington,2002
3963,Macedonia,Azerbaijan,3,0,,Preliminary,Skopje,2002
3964,Switzerland,Faroe Islands,5,1,,Preliminary,Zürich,2002
3965,Luxembourg,Slovakia,1,2,,Preliminary,Luxembourg,2002
3966,Andorra,Estonia,1,2,,Preliminary,Andorra la Vella,2002
3967,Cyprus,Netherlands,0,4,,Preliminary,Levkosía,2002
3968,Portugal,Ireland,1,1,,Preliminary,Lisboa,2002
3969,Northern Ireland,Denmark,1,1,,Preliminary,Belfast,2002
3970,Czech Republic,Iceland,4,0,,Preliminary,Teplice,2002
3971,Bulgaria,Malta,3,0,,Preliminary,Sofija,2002
3972,Sweden,Turkey,1,1,,Preliminary,Göteborg,2002
3973,Moldova,Slovakia,0,1,,Preliminary,Chişinău,2002
3974,Wales,Norway,1,1,,Preliminary,Cardiff,2002
3975,Armenia,Ukraine,2,3,,Preliminary,Erevan,2002
3976,Poland,Belarus,3,1,,Preliminary,Łódź,2002
3977,San Marino,Scotland,0,2,,Preliminary,Serravalle,2002
3978,Latvia,Belgium,0,4,,Preliminary,Rīga,2002
3979,Liechtenstein,Austria,0,1,,Preliminary,Vaduz,2002
3980,Spain,Israel,2,0,,Preliminary,Madrid,2002
3981,Lithuania,Georgia,0,4,,Preliminary,Kaunas,2002
3982,Italy,Romania,3,0,,Preliminary,Milano,2002
3983,England,Germany,0,1,,Preliminary,London,2002
3984,Greece,Finland,1,0,,Preliminary,Athína,2002
3985,Colombia,Paraguay,0,2,,Preliminary,Bogotá,2002
3986,Venezuela,Brazil,0,6,,Preliminary,Maracaibo,2002
3987,Bolivia,Peru,1,0,,Preliminary,La Paz,2002
3988,Ecuador,Chile,1,0,,Preliminary,Quito,2002
3989,Argentina,Uruguay,2,1,,Preliminary,Buenos Aires,2002
3990,Mexico,Trinidad and Tobago,7,0,,Preliminary,México DF,2002
3991,Honduras,Jamaica,1,0,,Preliminary,Tegucigalpa,2002
3992,Saint Vincent & The Grenadines,El Salvador,1,2,,Preliminary,Kingstown,2002
3993,Barbados,Guatemala,1,3,,Preliminary,Bridgetown,2002
3994,Canada,Panama,1,0,,Preliminary,Winnipeg,2002
3995,Russia,Luxembourg,3,0,,Preliminary,Moskva,2002
3996,Slovenia,Switzerland,2,2,,Preliminary,Ljubljana,2002
3997,Ireland,Estonia,2,0,,Preliminary,Dublin,2002
3998,Netherlands,Portugal,0,2,,Preliminary,Rotterdam,2002
3999,Malta,Czech Republic,0,0,,Preliminary,TaQali,2002
4000,Denmark,Bulgaria,1,1,,Preliminary,København,2002
4001,Iceland,Northern Ireland,1,0,,Preliminary,Reykjavík,2002
4002,Moldova,Macedonia,0,0,,Preliminary,Chişinău,2002
4003,Azerbaijan,Turkey,0,1,,Preliminary,Baku,2002
4004,Slovakia,Sweden,0,0,,Preliminary,Bratislava,2002
4005,Belarus,Armenia,2,1,,Preliminary,Minsk,2002
4006,Norway,Ukraine,0,1,,Preliminary,Oslo,2002
4007,Poland,Wales,0,0,,Preliminary,Warszawa,2002
4008,Croatia,Scotland,1,1,,Preliminary,Zagreb,2002
4009,Israel,Bosnia-Herzegovina,3,1,,Preliminary,Tel Aviv,2002
4010,Austria,Spain,1,1,,Preliminary,Wien,2002
4011,Lithuania,Hungary,1,6,,Preliminary,Kaunas,2002
4012,Italy,Georgia,2,0,,Preliminary,Ancona,2002
4013,Albania,Greece,2,0,,Preliminary,Tiranë,2002
4014,Finland,England,0,0,,Preliminary,Helsinki,2002
4015,USA,Costa Rica,0,0,,Preliminary,Columbus,2002
4016,Saint Vincent & The Grenadines,Honduras,0,7,,Preliminary,Kingstown,2002
4017,Cyprus,Andorra,5,0,,Preliminary,Lemesós,2002
4018,San Marino,Latvia,0,1,,Preliminary,Serravalle,2002
4019,Bolivia,Uruguay,0,0,,Preliminary,La Paz,2002
4020,Brazil,Colombia,1,0,,Preliminary,São Paulo,2002
4021,Venezuela,Ecuador,1,2,,Preliminary,Maracaibo,2002
4022,Paraguay,Peru,5,1,,Preliminary,Asunción,2002
4023,Chile,Argentina,0,2,,Preliminary,Santiago,2002
4024,Panama,Trinidad and Tobago,0,1,,Preliminary,Port of Spain,2002
4025,Canada,Mexico,0,0,,Preliminary,Toronto,2002
4026,El Salvador,Jamaica,2,0,,Preliminary,San Salvador,2002
4027,Guatemala,Costa Rica,2,1,,Preliminary,Mazatenango,2002
4028,Barbados,USA,0,4,,Preliminary,Bridgetown,2002
4029,Iran,Guam,19,0,,Preliminary,Tabriz,2002
4030,Tajikistan,Guam,16,0,,Preliminary,Tabriz,2002
4031,Iran,Tajikistan,2,0,,Preliminary,Tabriz,2002
4032,Costa Rica,Guatemala,5,2,,Preliminary,Miami,2002
4033,Algeria,Namibia,1,0,,Preliminary,Algiers,2002
4034,Nigeria,Sudan,3,0,,Preliminary,Port Harcourt,2002
4035,South Africa,Burkina Faso,1,0,,Preliminary,Rustenburg,2002
4036,Angola,Libya,3,1,,Preliminary,Luanda,2002
4037,Togo,Cameroon,0,2,,Preliminary,Lomé,2002
4038,Ghana,Liberia,1,3,,Preliminary,Accra,2002
4039,Egypt,Morocco,0,0,,Preliminary,Cairo,2002
4040,Madagascar,Ivory Coast,1,3,,Preliminary,Antananarivo,2002
4041,Congo,Tunisia,1,2,,Preliminary,Pointe-Noire,2002
4042,Guinea,Malawi,1,1,,Preliminary,Conakry,2002
4043,Bahrain,Kuwait,1,2,,Preliminary,Singapore,2002
4044,Singapore,Kyrgyzstan,0,1,,Preliminary,Singapore,2002
4045,Bahrain,Kyrgyzstan,1,0,,Preliminary,Singapore,2002
4046,Kuwait,Singapore,1,1,,Preliminary,Singapore,2002
4047,Vietnam,Bangladesh,0,0,,Preliminary,Dammam,2002
4048,Saudi Arabia,Mongolia,6,0,,Preliminary,Dammam,2002
4049,Kyrgyzstan,Kuwait,0,3,,Preliminary,Singapore,2002
4050,Singapore,Bahrain,1,2,,Preliminary,Singapore,2002
4051,Mongolia,Vietnam,0,1,,Preliminary,Dammam,2002
4052,Bangladesh,Saudi Arabia,0,3,,Preliminary,Dammam,2002
4053,Mongolia,Bangladesh,0,3,,Preliminary,Dammam,2002
4054,Saudi Arabia,Vietnam,5,0,,Preliminary,Dammam,2002
4055,Mongolia,Saudi Arabia,0,6,,Preliminary,Dammam,2002
4056,Bangladesh,Vietnam,0,4,,Preliminary,Dammam,2002
4057,Vietnam,Mongolia,4,0,,Preliminary,Dammam,2002
4058,Saudi Arabia,Bangladesh,6,0,,Preliminary,Dammam,2002
4059,Bangladesh,Mongolia,2,2,,Preliminary,Dammam,2002
4060,Vietnam,Saudi Arabia,0,4,,Preliminary,Dammam,2002
4061,Kyrgyzstan,Bahrain,1,2,,Preliminary,Kuwait,2002
4062,Singapore,Kuwait,0,1,,Preliminary,Kuwait,2002
4063,Libya,Togo,3,3,,Preliminary,Benghazi,2002
4064,Kuwait,Kyrgyzstan,2,0,,Preliminary,Kuwait,2002
4065,Bahrain,Singapore,2,0,,Preliminary,Kuwait,2002
4066,Namibia,Egypt,1,1,,Preliminary,Windhoek,2002
4067,Morocco,Senegal,0,0,,Preliminary,Rabat,2002
4068,Burkina Faso,Zimbabwe,1,2,,Preliminary,Ouagadougou,2002
4069,Cameroon,Zambia,1,0,,Preliminary,Yaoundé,2002
4070,Liberia,Sierra Leone,1,0,,Preliminary,Paynesville,2002
4071,Sudan,Ghana,1,0,,Preliminary,Omdurman,2002
4072,Tunisia,D.R. Congo,6,0,,Preliminary,Tunis,2002
4073,Malawi,South Africa,1,2,,Preliminary,Blantyre,2002
4074,Kyrgyzstan,Singapore,1,1,,Preliminary,Kuwait,2002
4075,Kuwait,Bahrain,0,1,,Preliminary,Kuwait,2002
4076,Portugal,Andorra,3,0,,Preliminary,Funchal,2002
4077,Belgium,San Marino,10,1,,Preliminary,Bruxelles,2002
4078,Jamaica,Trinidad and Tobago,1,0,,Preliminary,Kingston,2002
4079,USA,Mexico,2,0,,Preliminary,Columbus,2002
4080,Costa Rica,Honduras,2,2,,Preliminary,San José,2002
4081,Qatar,Malaysia,5,1,,Preliminary,Hong Kong,2002
4082,Hong Kong,Palestine,1,1,,Preliminary,Hong Kong,2002
4083,Palestine,Qatar,1,2,,Preliminary,Hong Kong,2002
4084,Malaysia,Hong Kong,2,0,,Preliminary,Hong Kong,2002
4085,Zambia,Libya,2,0,,Preliminary,Chingola,2002
4086,Sierra Leone,Sudan,0,2,,Preliminary,Freetown,2002
4087,Senegal,Namibia,4,0,,Preliminary,Dakar,2002
4088,D.R. Congo,Ivory Coast,1,2,,Preliminary,Kinshasa,2002
4089,Palestine,Malaysia,1,0,,Preliminary,Hong Kong,2002
4090,Qatar,Hong Kong,2,0,,Preliminary,Hong Kong,2002
4091,Togo,Angola,1,1,,Preliminary,Lomé,2002
4092,Ghana,Nigeria,0,0,,Preliminary,Accra,2002
4093,Egypt,Algeria,5,2,,Preliminary,Cairo,2002
4094,Zimbabwe,Malawi,2,0,,Preliminary,Harare,2002
4095,Palestine,Hong Kong,1,0,,Preliminary,Doha,2002
4096,Malaysia,Qatar,0,0,,Preliminary,Doha,2002
4097,Qatar,Palestine,2,1,,Preliminary,Doha,2002
4098,Hong Kong,Malaysia,2,1,,Preliminary,Doha,2002
4099,Luxembourg,Faroe Islands,0,2,,Preliminary,Luxembourg,2002
4100,Russia,Slovakia,1,1,,Preliminary,Moskva,2002
4101,Yugoslavia,Switzerland,1,1,,Preliminary,Beograd,2002
4102,Cyprus,Ireland,0,4,,Preliminary,Levkosía,2002
4103,Andorra,Netherlands,0,5,,Preliminary,Barcelona,2002
4104,Northern Ireland,Czech Republic,0,1,,Preliminary,Belfast,2002
4105,Bulgaria,Iceland,2,1,,Preliminary,Sofija,2002
4106,Malta,Denmark,0,5,,Preliminary,TaQali,2002
4107,Azerbaijan,Moldova,0,0,,Preliminary,Baku,2002
4108,Sweden,Macedonia,1,0,,Preliminary,Göteborg,2002
4109,Turkey,Slovakia,1,1,,Preliminary,İstanbul,2002
4110,Norway,Poland,2,3,,Preliminary,Oslo,2002
4111,Ukraine,Belarus,0,0,,Preliminary,Kyïv,2002
4112,Armenia,Wales,2,2,,Preliminary,Erevan,2002
4113,Scotland,Belgium,2,2,,Preliminary,Glasgow,2002
4114,Croatia,Latvia,4,1,,Preliminary,Osijek,2002
4115,Bosnia-Herzegovina,Austria,1,1,,Preliminary,Sarajevo,2002
4116,Spain,Liechtenstein,5,0,,Preliminary,Alicante,2002
4117,Hungary,Lithuania,1,1,,Preliminary,Budapest,2002
4118,Romania,Italy,0,2,,Preliminary,Bucureşti,2002
4119,England,Finland,2,1,,Preliminary,Liverpool,2002
4120,Germany,Albania,2,1,,Preliminary,Leverkusen,2002
4121,Mexico,Jamaica,4,0,,Preliminary,México DF,2002
4122,Malaysia,Palestine,4,3,,Preliminary,Doha,2002
4123,Hong Kong,Qatar,0,3,,Preliminary,Doha,2002
4124,Colombia,Bolivia,2,0,,Preliminary,Bogotá,2002
4125,Peru,Chile,3,1,,Preliminary,Lima,2002
4126,Russia,Faroe Islands,1,0,,Preliminary,Moskva,2002
4127,Slovenia,Yugoslavia,1,1,,Preliminary,Ljubljana,2002
4128,Switzerland,Luxembourg,5,0,,Preliminary,Zürich,2002
4129,Andorra,Ireland,0,3,,Preliminary,Barcelona,2002
4130,Cyprus,Estonia,2,2,,Preliminary,Lemesós,2002
4131,Portugal,Netherlands,2,2,,Preliminary,Porto,2002
4132,Bulgaria,Northern Ireland,4,3,,Preliminary,Sofija,2002
4133,Czech Republic,Denmark,0,0,,Preliminary,Praha,2002
4134,Slovakia,Azerbaijan,3,1,,Preliminary,Trnava,2002
4135,Macedonia,Turkey,1,2,,Preliminary,Skopje,2002
4136,Moldova,Sweden,0,2,,Preliminary,Chişinău,2002
4137,Poland,Armenia,4,0,,Preliminary,Warszawa,2002
4138,Wales,Ukraine,1,1,,Preliminary,Cardiff,2002
4139,Belarus,Norway,2,1,,Preliminary,Minsk,2002
4140,Scotland,San Marino,4,0,,Preliminary,Glasgow,2002
4141,Liechtenstein,Bosnia-Herzegovina,0,3,,Preliminary,Vaduz,2002
4142,Austria,Israel,2,1,,Preliminary,Wien,2002
4143,Georgia,Romania,0,2,,Preliminary,Tbilisi,2002
4144,Italy,Lithuania,4,0,,Preliminary,Trieste,2002
4145,Albania,England,1,3,,Preliminary,Tiranë,2002
4146,Greece,Germany,2,4,,Preliminary,Athína,2002
4147,Ecuador,Brazil,1,0,,Preliminary,Quito,2002
4148,Uruguay,Paraguay,0,1,,Preliminary,Montevideo,2002
4149,Argentina,Venezuela,5,0,,Preliminary,Buenos Aires,2002
4150,Honduras,USA,1,2,,Preliminary,San Pedro Sula,2002
4151,Costa Rica,Trinidad and Tobago,3,0,,Preliminary,San José,2002
4152,Maldives,Cambodia,6,0,,Preliminary,Malé,2002
4153,Brunei,Yemen,0,5,,Preliminary,Bandar Seri Begawan,2002
4154,Samoa,Tonga,0,1,,Preliminary,Coffs Harbour,2002
4155,Fiji,American Samoa,13,0,,Preliminary,Coffs Harbour,2002
4156,India,United Arab Emirates,1,0,,Preliminary,Bangalore,2002
4157,Indonesia,Maldives,5,0,,Preliminary,Jakarta,2002
4158,Tonga,Australia,0,22,,Preliminary,Coffs Harbour,2002
4159,American Samoa,Samoa,0,8,,Preliminary,Coffs Harbour,2002
4160,Samoa,Fiji,1,6,,Preliminary,Coffs Harbour,2002
4161,Australia,American Samoa,31,0,,Preliminary,Coffs Harbour,2002
4162,Nepal,Kazakhstan,0,6,,Preliminary,Baghdad,2002
4163,Iraq,Macao,8,0,,Preliminary,Baghdad,2002
4164,Kazakhstan,Macao,3,0,,Preliminary,Baghdad,2002
4165,Nepal,Iraq,1,9,,Preliminary,Baghdad,2002
4166,Brunei,United Arab Emirates,0,12,,Preliminary,Bandar Seri Begawan,2002
4167,Fiji,Australia,0,2,,Preliminary,Coffs Harbour,2002
4168,American Samoa,Tonga,0,5,,Preliminary,Coffs Harbour,2002
4169,India,Yemen,1,1,,Preliminary,Bangalore,2002
4170,Cambodia,Maldives,1,1,,Preliminary,Phnom Penh,2002
4171,Nepal,Macao,4,1,,Preliminary,Baghdad,2002
4172,Kazakhstan,Iraq,1,1,,Preliminary,Baghdad,2002
4173,Australia,Samoa,11,0,,Preliminary,Coffs Harbour,2002
4174,Tonga,Fiji,1,8,,Preliminary,Coffs Harbour,2002
4175,Kazakhstan,Nepal,4,0,,Preliminary,Almaty,2002
4176,Macao,Iraq,0,5,,Preliminary,Almaty,2002
4177,Zambia,Angola,1,1,,Preliminary,Chingola,2002
4178,Sierra Leone,Nigeria,1,0,,Preliminary,Freetown,2002
4179,Senegal,Algeria,3,0,,Preliminary,Dakar,2002
4180,Morocco,Namibia,3,0,,Preliminary,Rabat,2002
4181,Burkina Faso,Malawi,4,2,,Preliminary,Ouagadougou,2002
4182,Indonesia,Cambodia,6,0,,Preliminary,Jakarta,2002
4183,China,Maldives,10,1,,Preliminary,Xian,2002
4184,Cameroon,Libya,1,0,,Preliminary,Yaoundé,2002
4185,Liberia,Sudan,2,0,,Preliminary,Paynesville,2002
4186,D.R. Congo,Madagascar,1,0,,Preliminary,Kinshasa,2002
4187,Ivory Coast,Congo,2,0,,Preliminary,Abidjan,2002
4188,Macao,Kazakhstan,0,5,,Preliminary,Almaty,2002
4189,Iraq,Nepal,4,2,,Preliminary,Almaty,2002
4190,Turkmenistan,Jordan,2,0,,Preliminary,Tashkent,2002
4191,Uzbekistan,Taiwan,7,0,,Preliminary,Tashkent,2002
4192,Ecuador,Paraguay,2,1,,Preliminary,Quito,2002
4193,Venezuela,Colombia,2,2,,Preliminary,San Cristóbal,2002
4194,Chile,Uruguay,0,1,,Preliminary,Santiago,2002
4195,Yugoslavia,Russia,0,1,,Preliminary,Beograd,2002
4196,Ireland,Andorra,3,1,,Preliminary,Dublin,2002
4197,Netherlands,Cyprus,4,0,,Preliminary,Eindhoven,2002
4198,Malta,Iceland,1,4,,Preliminary,TaQali,2002
4199,Latvia,San Marino,1,1,,Preliminary,Rīga,2002
4200,Austria,Liechtenstein,2,0,,Preliminary,Innsbruck,2002
4201,Bolivia,Argentina,3,3,,Preliminary,La Paz,2002
4202,Brazil,Peru,1,1,,Preliminary,São Paulo,2002
4203,Trinidad and Tobago,Mexico,1,1,,Preliminary,Port of Spain,2002
4204,USA,Costa Rica,1,0,,Preliminary,Kansas City,2002
4205,Jamaica,Honduras,1,1,,Preliminary,Kingston,2002
4206,Macao,Nepal,1,6,,Preliminary,Almaty,2002
4207,Iraq,Kazakhstan,1,1,,Preliminary,Almaty,2002
4208,Taiwan,Jordan,0,2,,Preliminary,Tashkent,2002
4209,Uzbekistan,Turkmenistan,1,0,,Preliminary,Tashkent,2002
4210,United Arab Emirates,India,1,0,,Preliminary,Al-Ain,2002
4211,Taiwan,Turkmenistan,0,5,,Preliminary,Tashkent,2002
4212,Uzbekistan,Jordan,2,2,,Preliminary,Tashkent,2002
4213,Yemen,Brunei,1,0,,Preliminary,Sanaa,2002
4214,Maldives,China,0,1,,Preliminary,Malé,2002
4215,Congo,Madagascar,2,0,,Preliminary,Pointe-Noire,2002
4216,Cambodia,Indonesia,0,2,,Preliminary,Phnom Penh,2002
4217,Syria,Philippines,12,0,,Preliminary,Aleppo,2002
4218,Oman,Laos,12,0,,Preliminary,Muscat,2002
4219,Jordan,Taiwan,6,0,,Preliminary,Amman,2002
4220,Turkmenistan,Uzbekistan,2,5,,Preliminary,Amman,2002
4221,Philippines,Syria,1,5,,Preliminary,Aleppo,2002
4222,Laos,Oman,0,7,,Preliminary,Muscat,2002
4223,Yemen,India,3,3,,Preliminary,Sanaa,2002
4224,United Arab Emirates,Brunei,4,0,,Preliminary,Al-Ain,2002
4225,Algeria,Morocco,1,2,,Preliminary,Algiers,2002
4226,Taiwan,Uzbekistan,0,4,,Preliminary,Amman,2002
4227,Jordan,Turkmenistan,1,2,,Preliminary,Amman,2002
4228,Nigeria,Liberia,2,0,,Preliminary,Port Harcourt,2002
4229,Sierra Leone,Ghana,1,1,,Preliminary,Freetown,2002
4230,Madagascar,Tunisia,0,2,,Preliminary,Antananarivo,2002
4231,South Africa,Zimbabwe,2,1,,Preliminary,Johannesburg,2002
4232,Cambodia,China,0,4,,Preliminary,Phnom Penh,2002
4233,Maldives,Indonesia,0,2,,Preliminary,Malé,2002
4234,Angola,Cameroon,2,0,,Preliminary,Luanda,2002
4235,Togo,Zambia,3,2,,Preliminary,Lomé,2002
4236,Egypt,Senegal,1,0,,Preliminary,Cairo,2002
4237,Congo,D.R. Congo,1,1,,Preliminary,Pointe-Noire,2002
4238,Syria,Laos,11,0,,Preliminary,Aleppo,2002
4239,Oman,Philippines,7,0,,Preliminary,Muscat,2002
4240,Turkmenistan,Taiwan,1,0,,Preliminary,Amman,2002
4241,Jordan,Uzbekistan,1,1,,Preliminary,Amman,2002
4242,Laos,Syria,0,9,,Preliminary,Aleppo,2002
4243,Philippines,Oman,0,2,,Preliminary,Muscat,2002
4244,Yemen,United Arab Emirates,2,1,,Preliminary,Sanaa,2002
4245,Brunei,India,0,1,,Preliminary,Bandar Seri Begawan,2002
4246,Thailand,Sri Lanka,4,2,,Preliminary,Beirut,2002
4247,Lebanon,Pakistan,6,0,,Preliminary,Beirut,2002
4248,China,Indonesia,5,1,,Preliminary,Kunming,2002
4249,Thailand,Pakistan,3,0,,Preliminary,Beirut,2002
4250,Lebanon,Sri Lanka,4,0,,Preliminary,Beirut,2002
4251,Pakistan,Sri Lanka,3,3,,Preliminary,Beirut,2002
4252,Lebanon,Thailand,1,2,,Preliminary,Beirut,2002
4253,Syria,Oman,3,3,,Preliminary,Aleppo,2002
4254,United Arab Emirates,Yemen,3,2,,Preliminary,Al-Ain,2002
4255,Laos,Philippines,2,0,,Preliminary,Vientiane,2002
4256,India,Brunei,5,0,,Preliminary,Bangalore,2002
4257,China,Cambodia,3,1,,Preliminary,Guangzhou,2002
4258,Tunisia,Ivory Coast,1,1,,Preliminary,Tunis,2002
4259,Oman,Syria,2,0,,Preliminary,Muscat,2002
4260,Philippines,Laos,1,1,,Preliminary,Manila,2002
4261,Pakistan,Lebanon,1,8,,Preliminary,Bangkok,2002
4262,Sri Lanka,Thailand,0,3,,Preliminary,Bangkok,2002
4263,Indonesia,China,0,2,,Preliminary,Jakarta,2002
4264,Sri Lanka,Lebanon,0,5,,Preliminary,Bangkok,2002
4265,Pakistan,Thailand,0,6,,Preliminary,Bangkok,2002
4266,Sri Lanka,Pakistan,3,1,,Preliminary,Bangkok,2002
4267,Thailand,Lebanon,2,2,,Preliminary,Bangkok,2002
4268,Russia,Yugoslavia,1,1,,Preliminary,Moskva,2002
4269,Faroe Islands,Switzerland,0,1,,Preliminary,Toftír,2002
4270,Slovenia,Luxembourg,2,0,,Preliminary,Ljubljana,2002
4271,Ireland,Portugal,1,1,,Preliminary,Dublin,2002
4272,Estonia,Netherlands,2,4,,Preliminary,Tallinn,2002
4273,Northern Ireland,Bulgaria,0,1,,Preliminary,Belfast,2002
4274,Iceland,Malta,3,0,,Preliminary,Reykjavík,2002
4275,Denmark,Czech Republic,2,1,,Preliminary,København,2002
4276,Sweden,Slovakia,2,0,,Preliminary,Stockholm,2002
4277,Macedonia,Moldova,2,2,,Preliminary,Skopje,2002
4278,Turkey,Azerbaijan,3,0,,Preliminary,İstanbul,2002
4279,Wales,Poland,1,2,,Preliminary,Cardiff,2002
4280,Ukraine,Norway,0,0,,Preliminary,Kyïv,2002
4281,Armenia,Belarus,0,0,,Preliminary,Erevan,2002
4282,Belgium,Latvia,3,1,,Preliminary,Bruxelles,2002
4283,Croatia,San Marino,4,0,,Preliminary,Varaždin,2002
4284,Liechtenstein,Israel,0,3,,Preliminary,Vaduz,2002
4285,Spain,Bosnia-Herzegovina,4,1,,Preliminary,Oviedo,2002
4286,Romania,Hungary,2,0,,Preliminary,Bucureşti,2002
4287,Georgia,Italy,1,2,,Preliminary,Tbilisi,2002
4288,Finland,Germany,2,2,,Preliminary,Helsinki,2002
4289,Greece,Albania,1,0,,Preliminary,Iráklion,2002
4290,Peru,Ecuador,1,2,,Preliminary,Lima,2002
4291,Paraguay,Chile,1,0,,Preliminary,Asunción,2002
4292,Argentina,Colombia,3,0,,Preliminary,Buenos Aires,2002
4293,Bolivia,Venezuela,5,0,,Preliminary,La Paz,2002
4294,Vanuatu,Tahiti,1,6,,Preliminary,Albany,2002
4295,Solomon Islands,Cook Islands,9,1,,Preliminary,Albany,2002
4296,Faroe Islands,Yugoslavia,0,6,,Preliminary,Toftír,2002
4297,Luxembourg,Russia,1,2,,Preliminary,Luxembourg,2002
4298,Switzerland,Slovakia,0,1,,Preliminary,Basel,2002
4299,Estonia,Ireland,0,2,,Preliminary,Tallinn,2002
4300,Portugal,Cyprus,6,0,,Preliminary,Lisboa,2002
4301,Czech Republic,Northern Ireland,3,1,,Preliminary,Teplice,2002
4302,Iceland,Bulgaria,1,1,,Preliminary,Reykjavík,2002
4303,Denmark,Malta,2,1,,Preliminary,København,2002
4304,Azerbaijan,Slovakia,2,0,,Preliminary,Baku,2002
4305,Sweden,Moldova,6,0,,Preliminary,Göteborg,2002
4306,Turkey,Macedonia,3,3,,Preliminary,Bursa,2002
4307,Norway,Belarus,1,1,,Preliminary,Oslo,2002
4308,Ukraine,Wales,1,1,,Preliminary,Kyïv,2002
4309,Armenia,Poland,1,1,,Preliminary,Erevan,2002
4310,Latvia,Croatia,0,1,,Preliminary,Rīga,2002
4311,San Marino,Belgium,1,4,,Preliminary,Serravalle,2002
4312,Israel,Spain,1,1,,Preliminary,Tel Aviv,2002
4313,Lithuania,Romania,1,2,,Preliminary,Kaunas,2002
4314,Hungary,Georgia,4,1,,Preliminary,Budapest,2002
4315,Albania,Germany,0,2,,Preliminary,Tiranë,2002
4316,Greece,England,0,2,,Preliminary,Athína,2002
4317,Tahiti,New Zealand,0,5,,Preliminary,Albany,2002
4318,Cook Islands,Vanuatu,1,8,,Preliminary,Albany,2002
4319,Vanuatu,Solomon Islands,2,7,,Preliminary,Albany,2002
4320,New Zealand,Cook Islands,2,0,,Preliminary,Albany,2002
4321,Solomon Islands,New Zealand,1,5,,Preliminary,Albany,2002
4322,Cook Islands,Tahiti,0,6,,Preliminary,Albany,2002
4323,New Zealand,Vanuatu,7,0,,Preliminary,Albany,2002
4324,Tahiti,Solomon Islands,2,0,,Preliminary,Albany,2002
4325,Mexico,Costa Rica,1,2,,Preliminary,México DF,2002
4326,Jamaica,USA,0,0,,Preliminary,Kingston,2002
4327,Trinidad and Tobago,Honduras,2,4,,Preliminary,Port of Spain,2002
4328,USA,Trinidad and Tobago,2,0,,Preliminary,Foxboro,2002
4329,Honduras,Mexico,3,1,,Preliminary,San Pedro Sula,2002
4330,Costa Rica,Jamaica,2,1,,Preliminary,San José,2002
4331,New Zealand,Australia,0,2,,Preliminary,Wellington,2002
4332,Australia,New Zealand,4,1,,Preliminary,Sydney,2002
4333,Libya,Angola,1,1,,Preliminary,Tripoli,2002
4334,Trinidad and Tobago,Jamaica,1,2,,Preliminary,Port of Spain,2002
4335,Namibia,Algeria,0,4,,Preliminary,Windhoek,2002
4336,Morocco,Egypt,1,0,,Preliminary,Rabat,2002
4337,Uruguay,Brazil,1,0,,Preliminary,Montevideo,2002
4338,Mexico,USA,1,0,,Preliminary,México DF,2002
