id_match,home_team,away_team,home_result,away_result,date,round,city,edition
1435,Iceland,Soviet Union,1,2,,Preliminary,Reykjavík,1982
1436,Surinam,Cuba,0,0,,Preliminary,Paramaribo,1982
1437,Ireland,Netherlands,2,1,,Preliminary,Dublin,1982
1438,England,Norway,4,0,,Preliminary,London,1982
1439,Luxembourg,Yugoslavia,0,5,,Preliminary,Luxembourg,1982
1440,Sweden,Scotland,0,1,,Preliminary,Stockholm,1982
1441,Haiti,Dutch Antilles,1,0,,Preliminary,Port-au-Prince,1982
1442,Finland,Austria,0,2,,Preliminary,Helsinki,1982
1443,Turkey,Iceland,1,3,,Preliminary,İzmir,1982
1444,Norway,Romania,1,1,,Preliminary,Oslo,1982
1445,Yugoslavia,Denmark,2,1,,Preliminary,Ljubljana,1982
1446,Guyana,Surinam,0,1,,Preliminary,Georgetown,1982
1447,Costa Rica,Honduras,2,3,,Preliminary,San José,1982
1448,El Salvador,Panama,4,1,,Preliminary,San Salvador,1982
1449,Cyprus,France,0,7,,Preliminary,Lemesós,1982
1450,Luxembourg,Italy,0,2,,Preliminary,Luxembourg,1982
1451,Guatemala,Costa Rica,0,0,,Preliminary,Guatemala,1982
1452,Surinam,Guyana,4,0,,Preliminary,Paramaribo,1982
1453,Cameroon,Zimbabwe,2,0,,Preliminary,Douala,1982
1454,Ireland,Belgium,1,1,,Preliminary,Dublin,1982
1455,Wales,Turkey,4,0,,Preliminary,Cardiff,1982
1456,Soviet Union,Iceland,5,0,,Preliminary,Moskva,1982
1457,Romania,England,2,1,,Preliminary,Bucureşti,1982
1458,Denmark,Greece,0,1,,Preliminary,København,1982
1459,Northern Ireland,Sweden,3,0,,Preliminary,Belfast,1982
1460,Scotland,Portugal,0,0,,Preliminary,Glasgow,1982
1461,Canada,Mexico,1,1,,Preliminary,Toronto,1982
1462,Bulgaria,Albania,2,1,,Preliminary,Sofija,1982
1463,USA,Canada,0,0,,Preliminary,Fort Lauderdale,1982
1464,Honduras,Guatemala,0,0,,Preliminary,Tegucigalpa,1982
1465,El Salvador,Costa Rica,2,0,,Preliminary,San Salvador,1982
1466,France,Ireland,2,0,,Preliminary,Paris,1982
1467,Switzerland,Norway,1,2,,Preliminary,Bern,1982
1468,Italy,Denmark,2,0,,Preliminary,Roma,1982
1469,Canada,USA,2,1,,Preliminary,Vancouver,1982
1470,Costa Rica,Panama,2,0,,Preliminary,San José,1982
1471,Mexico,USA,5,1,,Preliminary,México DF,1982
1472,Guatemala,El Salvador,0,0,,Preliminary,Guatemala,1982
1473,Cuba,Guyana,1,0,,Preliminary,La Habana,1982
1474,Trinidad and Tobago,Dutch Antilles,0,0,,Preliminary,Port of Spain,1982
1475,Israel,Sweden,0,0,,Preliminary,Tel Aviv,1982
1476,Austria,Albania,5,0,,Preliminary,Wien,1982
1477,Italy,Yugoslavia,2,0,,Preliminary,Torino,1982
1478,Mexico,Canada,1,1,,Preliminary,México DF,1982
1479,Guatemala,Panama,5,0,,Preliminary,Guatemala,1982
1480,Honduras,Costa Rica,1,1,,Preliminary,Tegucigalpa,1982
1481,Zimbabwe,Cameroon,1,0,,Preliminary,Harare,1982
1482,Morocco,Zambia,2,0,,Preliminary,Fez,1982
1483,Madagascar,Zaire,1,1,,Preliminary,Antananarivo,1982
1484,Belgium,Netherlands,1,0,,Preliminary,Bruxelles,1982
1485,Ireland,Cyprus,6,0,,Preliminary,Dublin,1982
1486,Wales,Czechoslovakia,1,0,,Preliminary,Cardiff,1982
1487,England,Switzerland,2,1,,Preliminary,London,1982
1488,Denmark,Luxembourg,4,0,,Preliminary,København,1982
1489,Portugal,Northern Ireland,1,0,,Preliminary,Lisboa,1982
1490,USA,Mexico,2,1,,Preliminary,Fort Lauderdale,1982
1491,El Salvador,Honduras,2,1,,Preliminary,San Salvador,1982
1492,Costa Rica,Guatemala,0,3,,Preliminary,San José,1982
1493,Dutch Antilles,Trinidad and Tobago,0,0,,Preliminary,Willemstad,1982
1494,Honduras,El Salvador,2,0,,Preliminary,Tegucigalpa,1982
1495,Guyana,Cuba,0,3,,Preliminary,Linden,1982
1496,Zambia,Morocco,2,0,,Preliminary,Lusaka,1982
1497,Bulgaria,FRG,1,3,,Preliminary,Sofija,1982
1498,Czechoslovakia,Turkey,2,0,,Preliminary,Praha,1982
1499,Albania,Austria,0,1,,Preliminary,Tiranë,1982
1500,Greece,Italy,0,2,,Preliminary,Athína,1982
1501,Nigeria,Tanzania,1,1,,Preliminary,Lagos,1982
1502,Malta,Poland,0,2,,Preliminary,Valletta,1982
1503,Guatemala,Honduras,0,1,,Preliminary,Guatemala,1982
1504,Liberia,Guinea,0,0,,Preliminary,Monrovia,1982
1505,Costa Rica,El Salvador,0,0,,Preliminary,San José,1982
1506,Dutch Antilles,Haiti,1,1,,Preliminary,Willemstad,1982
1507,Algeria,Sudan,2,0,,Preliminary,Constantine,1982
1508,Honduras,Panama,5,0,,Preliminary,Tegucigalpa,1982
1509,Niger,Togo,0,1,,Preliminary,Niamey,1982
1510,Portugal,Israel,3,0,,Preliminary,Lisboa,1982
1511,Tanzania,Nigeria,0,2,,Preliminary,Dar es Salaam,1982
1512,Cyprus,Belgium,0,2,,Preliminary,Levkosía,1982
1513,El Salvador,Guatemala,1,0,,Preliminary,San Salvador,1982
1514,Zaire,Madagascar,3,2,,Preliminary,Kinshasa,1982
1515,Guinea,Liberia,1,0,,Preliminary,Conakry,1982
1516,Hong Kong,China,0,1,,Preliminary,Hong Kong,1982
1517,North Korea,Macao,3,0,,Preliminary,Hong Kong,1982
1518,Singapore,Japan,0,1,,Preliminary,Hong Kong,1982
1519,China,Macao,3,0,,Preliminary,Hong Kong,1982
1520,Hong Kong,Singapore,1,1,,Preliminary,Hong Kong,1982
1521,China,Japan,1,0,,Preliminary,Hong Kong,1982
1522,Singapore,North Korea,0,1,,Preliminary,Hong Kong,1982
1523,Sudan,Algeria,1,1,,Preliminary,Khartoum,1982
1524,Togo,Niger,1,2,,Preliminary,Lomé,1982
1525,Japan,Macao,3,0,,Preliminary,Hong Kong,1982
1526,Hong Kong,North Korea,2,2,,Preliminary,Hong Kong,1982
1527,North Korea,Japan,1,0,,Preliminary,Hong Kong,1982
1528,Hong Kong,China,0,0,,Preliminary,Hong Kong,1982
1529,North Korea,China,2,4,,Preliminary,Hong Kong,1982
1530,Greece,Luxembourg,2,0,,Preliminary,Thessaloníkê,1982
1531,Venezuela,Brazil,0,1,,Preliminary,Caracas,1982
1532,Bolivia,Venezuela,3,0,,Preliminary,La Paz,1982
1533,Belgium,Cyprus,3,2,,Preliminary,Bruxelles,1982
1534,Netherlands,Cyprus,3,0,,Preliminary,Groningen,1982
1535,Bolivia,Brazil,1,2,,Preliminary,La Paz,1982
1536,Israel,Scotland,0,1,,Preliminary,Tel Aviv,1982
1537,Luxembourg,Greece,0,2,,Preliminary,Luxembourg,1982
1538,Venezuela,Bolivia,1,0,,Preliminary,Caracas,1982
1539,Qatar,Iraq,0,1,,Preliminary,Riyadh,1982
1540,Syria,Bahrain,0,1,,Preliminary,Riyadh,1982
1541,Iraq,Saudi Arabia,0,1,,Preliminary,Riyadh,1982
1542,Brazil,Bolivia,3,1,,Preliminary,Rio de Janeiro,1982
1543,Qatar,Bahrain,3,0,,Preliminary,Riyadh,1982
1544,Syria,Saudi Arabia,0,2,,Preliminary,Riyadh,1982
1545,Netherlands,France,1,0,,Preliminary,Rotterdam,1982
1546,Belgium,Ireland,1,0,,Preliminary,Bruxelles,1982
1547,Turkey,Wales,0,1,,Preliminary,Ankara,1982
1548,Scotland,Northern Ireland,1,1,,Preliminary,Glasgow,1982
1549,Iraq,Bahrain,2,0,,Preliminary,Riyadh,1982
1550,Qatar,Syria,2,1,,Preliminary,Riyadh,1982
1551,Bahrain,Saudi Arabia,0,1,,Preliminary,Riyadh,1982
1552,Brazil,Venezuela,5,0,,Preliminary,Goiânia,1982
1553,Iraq,Syria,2,1,,Preliminary,Riyadh,1982
1554,Qatar,Saudi Arabia,0,1,,Preliminary,Riyadh,1982
1555,Albania,FRG,0,2,,Preliminary,Tiranë,1982
1556,Malta,GDR,1,2,,Preliminary,Valletta,1982
1557,Guinea,Nigeria,1,1,,Preliminary,Conakry,1982
1558,Zaire,Cameroon,1,0,,Preliminary,Kinshasa,1982
1559,Turkey,Czechoslovakia,0,3,,Preliminary,İstanbul,1982
1560,South Korea,Malaysia,2,1,,Preliminary,Kuwait,1982
1561,Kuwait,Thailand,6,0,,Preliminary,Kuwait,1982
1562,South Korea,Thailand,5,1,,Preliminary,Kuwait,1982
1563,Nigeria,Guinea,1,0,,Preliminary,Lagos,1982
1564,New Zealand,Australia,3,3,,Preliminary,Auckland,1982
1565,Kuwait,Malaysia,4,0,,Preliminary,Kuwait,1982
1566,Cameroon,Zaire,6,1,,Preliminary,Yaoundé,1982
1567,Morocco,Egypt,1,0,,Preliminary,Casablanca,1982
1568,Malaysia,Thailand,2,2,,Preliminary,Kuwait,1982
1569,Switzerland,Hungary,2,2,,Preliminary,Luzern,1982
1570,Scotland,Israel,3,1,,Preliminary,Glasgow,1982
1571,FRG,Austria,2,0,,Preliminary,Hamburg,1982
1572,France,Belgium,3,2,,Preliminary,Paris,1982
1573,Cyprus,Netherlands,0,1,,Preliminary,Levkosía,1982
1574,England,Romania,0,0,,Preliminary,London,1982
1575,Yugoslavia,Greece,5,1,,Preliminary,Split,1982
1576,Northern Ireland,Portugal,1,0,,Preliminary,Belfast,1982
1577,Kuwait,South Korea,2,0,,Preliminary,Kuwait,1982
1578,Luxembourg,Denmark,1,2,,Preliminary,Luxembourg,1982
1579,Algeria,Niger,4,0,,Preliminary,Constantine,1982
1580,Poland,GDR,1,0,,Preliminary,Chorzów,1982
1581,Fiji,New Zealand,0,4,,Preliminary,Suva,1982
1582,Taiwan,New Zealand,0,0,,Preliminary,Taipei,1982
1583,Egypt,Morocco,0,0,,Preliminary,Cairo,1982
1584,Indonesia,New Zealand,0,2,,Preliminary,Jakarta,1982
1585,Bulgaria,Finland,4,0,,Preliminary,Sofija,1982
1586,Hungary,Romania,1,0,,Preliminary,Budapest,1982
1587,Australia,New Zealand,0,2,,Preliminary,Sydney,1982
1588,Ecuador,Paraguay,1,0,,Preliminary,Guayaquil,1982
1589,Norway,Hungary,1,2,,Preliminary,Oslo,1982
1590,Australia,Indonesia,2,0,,Preliminary,Melbourne,1982
1591,New Zealand,Indonesia,5,0,,Preliminary,Auckland,1982
1592,Finland,FRG,0,4,,Preliminary,Lahti,1982
1593,Ecuador,Chile,0,0,,Preliminary,Guayaquil,1982
1594,Czechoslovakia,Iceland,6,1,,Preliminary,Bratislava,1982
1595,Austria,Bulgaria,2,0,,Preliminary,Wien,1982
1596,Wales,Soviet Union,0,0,,Preliminary,Wrexham,1982
1597,Switzerland,England,2,1,,Preliminary,Basel,1982
1598,New Zealand,Taiwan,2,0,,Preliminary,Auckland,1982
1599,Paraguay,Ecuador,3,1,,Preliminary,Asunción,1982
1600,Niger,Algeria,1,0,,Preliminary,Niamey,1982
1601,Fiji,Indonesia,0,0,,Preliminary,Suva,1982
1602,Romania,Norway,1,0,,Preliminary,Bucureşti,1982
1603,Denmark,Italy,3,1,,Preliminary,København,1982
1604,Sweden,Northern Ireland,1,0,,Preliminary,Stockholm,1982
1605,Hungary,England,1,3,,Preliminary,Budapest,1982
1606,Fiji,Taiwan,2,1,,Preliminary,Suva,1982
1607,Paraguay,Chile,0,1,,Preliminary,Asunción,1982
1608,Australia,Taiwan,3,2,,Preliminary,Adelaide,1982
1609,Chile,Ecuador,2,0,,Preliminary,Santiago,1982
1610,Indonesia,Taiwan,1,0,,Preliminary,Jakarta,1982
1611,Austria,Finland,5,1,,Preliminary,Linz,1982
1612,Norway,Switzerland,1,1,,Preliminary,Oslo,1982
1613,Chile,Paraguay,3,0,,Preliminary,Santiago,1982
1614,Sweden,Portugal,3,0,,Preliminary,Stockholm,1982
1615,Taiwan,Indonesia,2,0,,Preliminary,Taipei,1982
1616,Colombia,Peru,1,1,,Preliminary,Bogotá,1982
1617,Fiji,Australia,1,4,,Preliminary,Suva,1982
1618,Taiwan,Fiji,0,0,,Preliminary,Taipei,1982
1619,Uruguay,Colombia,3,2,,Preliminary,Montevideo,1982
1620,Indonesia,Fiji,3,3,,Preliminary,Jakarta,1982
1621,Australia,Fiji,10,0,,Preliminary,Melbourne,1982
1622,Peru,Colombia,2,0,,Preliminary,Lima,1982
1623,New Zealand,Fiji,13,0,,Preliminary,Auckland,1982
1624,Uruguay,Peru,1,2,,Preliminary,Montevideo,1982
1625,Indonesia,Australia,1,0,,Preliminary,Surabaya,1982
1626,Finland,Albania,2,1,,Preliminary,Kotka,1982
1627,Peru,Uruguay,0,0,,Preliminary,Lima,1982
1628,Taiwan,Australia,0,0,,Preliminary,Taipei,1982
1629,Netherlands,Ireland,2,2,,Preliminary,Rotterdam,1982
1630,Belgium,France,2,0,,Preliminary,Bruxelles,1982
1631,Iceland,Turkey,2,0,,Preliminary,Reykjavík,1982
1632,Czechoslovakia,Wales,2,0,,Preliminary,Praha,1982
1633,Norway,England,2,1,,Preliminary,Oslo,1982
1634,Denmark,Yugoslavia,1,2,,Preliminary,København,1982
1635,Scotland,Sweden,2,0,,Preliminary,Glasgow,1982
1636,Colombia,Uruguay,1,1,,Preliminary,Bogotá,1982
1637,FRG,Finland,7,1,,Preliminary,Bochum,1982
1638,Iceland,Czechoslovakia,1,1,,Preliminary,Reykjavík,1982
1639,Soviet Union,Turkey,4,0,,Preliminary,Moskva,1982
1640,Romania,Hungary,0,0,,Preliminary,Bucureşti,1982
1641,China,New Zealand,0,0,,Preliminary,Beijing,1982
1642,New Zealand,China,1,0,,Preliminary,Auckland,1982
1643,Turkey,Soviet Union,0,3,,Preliminary,İzmir,1982
1644,Romania,Switzerland,1,2,,Preliminary,Bucureşti,1982
1645,GDR,Poland,2,3,,Preliminary,Leipzig,1982
1646,Nigeria,Algeria,0,2,,Preliminary,Lagos,1982
1647,New Zealand,Kuwait,1,2,,Preliminary,Auckland,1982
1648,Austria,FRG,1,3,,Preliminary,Wien,1982
1649,Albania,Bulgaria,0,2,,Preliminary,Tiranë,1982
1650,Netherlands,Belgium,3,0,,Preliminary,Rotterdam,1982
1651,Ireland,France,3,2,,Preliminary,Dublin,1982
1652,Wales,Iceland,2,2,,Preliminary,Swansea,1982
1653,Hungary,Switzerland,3,0,,Preliminary,Budapest,1982
1654,Greece,Denmark,2,3,,Preliminary,Thessaloníkê,1982
1655,Portugal,Sweden,1,2,,Preliminary,Lisboa,1982
1656,Northern Ireland,Scotland,0,0,,Preliminary,Belfast,1982
1657,Yugoslavia,Italy,1,1,,Preliminary,Beograd,1982
1658,China,Kuwait,3,0,,Preliminary,Beijing,1982
1659,Soviet Union,Czechoslovakia,2,0,,Preliminary,Tbilisi,1982
1660,Israel,Portugal,4,1,,Preliminary,Tel Aviv,1982
1661,Algeria,Nigeria,2,1,,Preliminary,Constantine,1982
1662,Hungary,Norway,4,1,,Preliminary,Budapest,1982
1663,Mexico,Cuba,4,0,,Preliminary,Tegucigalpa,1982
1664,Canada,El Salvador,1,0,,Preliminary,Tegucigalpa,1982
1665,Honduras,Haiti,4,0,,Preliminary,Tegucigalpa,1982
1666,Saudi Arabia,Kuwait,0,1,,Preliminary,Riyadh,1982
1667,Canada,Haiti,1,1,,Preliminary,Tegucigalpa,1982
1668,Mexico,El Salvador,0,1,,Preliminary,Tegucigalpa,1982
1669,Honduras,Cuba,2,0,,Preliminary,Tegucigalpa,1982
1670,Bulgaria,Austria,0,0,,Preliminary,Sofija,1982
1671,Switzerland,Romania,0,0,,Preliminary,Bern,1982
1672,GDR,Malta,5,1,,Preliminary,Jena,1982
1673,Cuba,El Salvador,0,0,,Preliminary,Tegucigalpa,1982
1674,Haiti,Mexico,1,1,,Preliminary,Tegucigalpa,1982
1675,Honduras,Canada,2,1,,Preliminary,Tegucigalpa,1982
1676,Saudi Arabia,China,2,4,,Preliminary,Kuala Lumpur,1982
1677,Italy,Greece,1,1,,Preliminary,Torino,1982
1678,Poland,Malta,6,0,,Preliminary,Wrocław,1982
1679,Haiti,Cuba,0,2,,Preliminary,Tegucigalpa,1982
1680,Mexico,Canada,1,1,,Preliminary,Tegucigalpa,1982
1681,Morocco,Cameroon,0,2,,Preliminary,Kénitra,1982
1682,Honduras,El Salvador,0,0,,Preliminary,Tegucigalpa,1982
1683,FRG,Albania,8,0,,Preliminary,Dortmund,1982
1684,France,Netherlands,2,0,,Preliminary,Paris,1982
1685,Soviet Union,Wales,3,0,,Preliminary,Tbilisi,1982
1686,England,Hungary,1,0,,Preliminary,London,1982
1687,Northern Ireland,Israel,1,0,,Preliminary,Belfast,1982
1688,Portugal,Scotland,2,1,,Preliminary,Lisboa,1982
1689,El Salvador,Haiti,1,0,,Preliminary,Tegucigalpa,1982
1690,China,Saudi Arabia,2,0,,Preliminary,Kuala Lumpur,1982
1691,Yugoslavia,Luxembourg,5,0,,Preliminary,Novi Sad,1982
1692,Cuba,Canada,2,2,,Preliminary,Tegucigalpa,1982
1693,FRG,Bulgaria,4,0,,Preliminary,Düsseldorf,1982
1694,Honduras,Mexico,0,0,,Preliminary,Tegucigalpa,1982
1695,New Zealand,Saudi Arabia,2,2,,Preliminary,Auckland,1982
1696,Czechoslovakia,Soviet Union,1,1,,Preliminary,Bratislava,1982
1697,Greece,Yugoslavia,1,2,,Preliminary,Peiraiás,1982
1698,Cameroon,Morocco,2,1,,Preliminary,Yaoundé,1982
1699,Kuwait,China,1,0,,Preliminary,Kuwait,1982
1700,France,Cyprus,4,0,,Preliminary,Paris,1982
1701,Italy,Luxembourg,1,0,,Preliminary,Napoli,1982
1702,Kuwait,Saudi Arabia,2,0,,Preliminary,Kuwait,1982
1703,Kuwait,New Zealand,2,2,,Preliminary,Kuwait,1982
1704,Saudi Arabia,New Zealand,0,5,,Preliminary,Riyadh,1982
1705,China,New Zealand,1,2,,Preliminary,Singapore,1982
363,Bulgaria,Italy,1,1,1986/05/31,Group Stage,Mexico City,1986
364,Argentina,Korea Republic,3,1,1986/06/02,Group Stage,Mexico City,1986
365,Brazil,Spain,1,0,1986/06/01,Group Stage,Guadalajara,1986
366,Algeria,Northern Ireland,1,1,1986/06/03,Group Stage,Guadalajara,1986
367,Mexico,Belgium,2,1,1986/06/03,Group Stage,Mexico City,1986
368,Paraguay,Iraq,1,0,1986/06/04,Group Stage,Toluca,1986
369,France,Canada,1,0,1986/06/01,Group Stage,Leon,1986
370,Soviet Union,Hungary,6,0,1986/06/02,Group Stage,Irapuato,1986
371,Poland,Morocco,0,0,1986/06/02,Group Stage,Monterrey,1986
372,Portugal,England,0,1,1986/06/03,Group Stage,Monterrey,1986
373,Uruguay,West Germany,1,1,1986/06/04,Group Stage,Queretaro,1986
374,Denmark,Scotland,1,0,1986/06/04,Group Stage,Nezahualcoyotl,1986
375,Argentina,Italy,1,1,1986/06/05,Group Stage,Puebla,1986
376,Bulgaria,Korea Republic,1,1,1986/06/05,Group Stage,Mexico City,1986
377,Brazil,Algeria,1,0,1986/06/06,Group Stage,Guadalajara,1986
378,Spain,Northern Ireland,2,1,1986/06/07,Group Stage,Guadalajara,1986
379,Mexico,Paraguay,1,1,1986/06/07,Group Stage,Mexico City,1986
380,Belgium,Iraq,2,1,1986/06/08,Group Stage,Toluca,1986
381,France,Soviet Union,1,1,1986/06/05,Group Stage,Leon,1986
382,Hungary,Canada,2,0,1986/06/06,Group Stage,Irapuato,1986
383,Poland,Portugal,1,0,1986/06/07,Group Stage,Monterrey,1986
384,Morocco,England,0,0,1986/06/06,Group Stage,Monterrey,1986
385,Uruguay,Scotland,0,0,1986/06/08,Group Stage,Nezahualcoyotl,1986
386,Denmark,West Germany,2,0,1986/06/08,Group Stage,Queretaro,1986
387,Italy,Korea Republic,3,2,1986/06/10,Group Stage,Puebla,1986
388,Argentina,Bulgaria,2,0,1986/06/10,Group Stage,Mexico City,1986
389,Brazil,Northern Ireland,3,0,1986/06/12,Group Stage,Guadalajara,1986
390,Spain,Algeria,3,0,1986/06/12,Group Stage,Guadalajara,1986
391,Belgium,Paraguay,2,2,1986/06/11,Group Stage,Toluca,1986
392,Mexico,Iraq,1,0,1986/06/11,Group Stage,Mexico City,1986
393,Soviet Union,Canada,2,0,1986/06/09,Group Stage,Irapuato,1986
394,France,Hungary,3,0,1986/06/09,Group Stage,Leon,1986
395,England,Poland,3,0,1986/06/11,Group Stage,Monterrey,1986
396,Morocco,Portugal,3,1,1986/06/11,Group Stage,Guadalajara,1986
397,Denmark,Uruguay,6,1,1986/06/13,Group Stage,Nezahualcoyotl,1986
398,Scotland,West Germany,1,2,1986/06/13,Group Stage,Queretaro,1986
399,Mexico,Bulgaria,2,0,1986/06/15,Round of 16,Mexico City,1986
400,Belgium,Soviet Union,4,3,1986/06/15,Round of 16,Leon,1986
401,Brazil,Poland,4,0,1986/06/16,Round of 16,Guadalajara,1986
402,Argentina,Uruguay,1,0,1986/06/16,Round of 16,Puebla,1986
403,France,Italy,2,0,1986/06/17,Round of 16,Mexico City,1986
404,Morocco,West Germany,0,1,1986/06/17,Round of 16,Monterrey,1986
405,England,Paraguay,3,0,1986/06/18,Round of 16,Mexico City,1986
406,Denmark,Spain,1,5,1986/06/18,Round of 16,Queretaro,1986
407,Brazil,France,1,1,1986/06/21,Quarter-finals,Guadalajara,1986
408,Mexico,West Germany,0,0,1986/06/21,Quarter-finals,Monterrey,1986
409,Argentina,England,2,1,1986/06/22,Quarter-finals,Mexico City,1986
410,Belgium,Spain,1,1,1986/06/22,Quarter-finals,Puebla,1986
411,Argentina,Belgium,2,0,1986/06/25,Semi-finals,Mexico City,1986
412,West Germany,France,2,0,1986/06/25,Semi-finals,Guadalajara,1986
413,France,Belgium,4,2,1986/06/28,Third Place,Puebla,1986
414,Argentina,West Germany,3,2,1986/06/29,Final,Mexico City,1986
1758,Finland,Northern Ireland,1,0,,Preliminary,Pori,1986
1759,Panama,Honduras,0,3,,Preliminary,Colón,1986
1760,Honduras,Panama,1,0,,Preliminary,Tegucigalpa,1986
1761,Sierra Leone,Morocco,0,1,,Preliminary,Freetown,1986
1762,Angola,Senegal,1,0,,Preliminary,Luanda,1986
1763,Morocco,Sierra Leone,4,0,,Preliminary,Rabat,1986
1764,Senegal,Angola,1,0,,Preliminary,Dakar,1986
1765,Mauritius,Malawi,0,1,,Preliminary,Curepipe,1986
1766,Malawi,Mauritius,4,0,,Preliminary,Lilongwe,1986
1767,El Salvador,Puerto Rico,5,0,,Preliminary,San Salvador,1986
1768,Zambia,Uganda,3,0,,Preliminary,Ndola,1986
1769,Antigua and Barbuda,Haiti,0,4,,Preliminary,Port-au-Prince,1986
1770,Puerto Rico,El Salvador,0,3,,Preliminary,San Juan,1986
1771,Haiti,Antigua and Barbuda,1,2,,Preliminary,Port-au-Prince,1986
1772,Surinam,Guyana,1,0,,Preliminary,Paramaribo,1986
1773,Uganda,Zambia,1,0,,Preliminary,Kampala,1986
1774,Egypt,Zimbabwe,1,0,,Preliminary,Cairo,1986
1775,Guyana,Surinam,1,1,,Preliminary,Georgetown,1986
1776,Sweden,Portugal,0,1,,Preliminary,Stockholm,1986
1777,Northern Ireland,Romania,3,2,,Preliminary,Belfast,1986
1778,Ireland,Soviet Union,1,0,,Preliminary,Dublin,1986
1779,Norway,Switzerland,0,1,,Preliminary,Oslo,1986
1780,Iceland,Wales,1,0,,Preliminary,Reykjavík,1986
1781,Hungary,Austria,3,1,,Preliminary,Budapest,1986
1782,Denmark,Norway,1,0,,Preliminary,København,1986
1783,Yugoslavia,Bulgaria,0,0,,Preliminary,Beograd,1986
1784,Dutch Antilles,USA,0,0,,Preliminary,Willemstad,1986
1785,Zimbabwe,Egypt,1,1,,Preliminary,Harare,1986
1786,USA,Dutch Antilles,4,0,,Preliminary,St Louis,1986
1787,Norway,Soviet Union,1,1,,Preliminary,Oslo,1986
1788,Luxembourg,France,0,4,,Preliminary,Luxembourg,1986
1789,Tanzania,Sudan,1,1,,Preliminary,Mwanza,1986
1790,Kenya,Ethiopia,2,1,,Preliminary,Nairobi,1986
1791,Portugal,Czechoslovakia,2,1,,Preliminary,Porto,1986
1792,Belgium,Albania,3,1,,Preliminary,Bruxelles,1986
1793,Poland,Greece,3,1,,Preliminary,Zabrze,1986
1794,FRG,Sweden,2,0,,Preliminary,Köln,1986
1795,England,Finland,5,0,,Preliminary,London,1986
1796,Netherlands,Hungary,1,2,,Preliminary,Rotterdam,1986
1797,Switzerland,Denmark,1,0,,Preliminary,Bern,1986
1798,Norway,Ireland,1,0,,Preliminary,Oslo,1986
1799,Scotland,Iceland,3,0,,Preliminary,Glasgow,1986
1800,Spain,Wales,3,0,,Preliminary,Sevilla,1986
1801,GDR,Yugoslavia,2,3,,Preliminary,Leipzig,1986
1802,Nigeria,Liberia,3,0,,Preliminary,Lagos,1986
1803,Ivory Coast,Gambia,4,0,,Preliminary,Abidjan,1986
1804,Sudan,Tanzania,0,0,,Preliminary,Khartoum,1986
1805,Ethiopia,Kenya,3,3,,Preliminary,Addis Ababa,1986
1806,Benin,Tunisia,0,2,,Preliminary,Cotonou,1986
1807,Poland,Albania,2,2,,Preliminary,Mielec,1986
1808,Czechoslovakia,Malta,4,0,,Preliminary,Praha,1986
1809,Turkey,Finland,1,2,,Preliminary,Antalya,1986
1810,Liberia,Nigeria,0,1,,Preliminary,Monrovia,1986
1811,Cyprus,Austria,1,2,,Preliminary,Levkosía,1986
1812,Sweden,Malta,4,0,,Preliminary,Norrköping,1986
1813,Gambia,Ivory Coast,3,2,,Preliminary,Banjul,1986
1814,Tunisia,Benin,4,0,,Preliminary,Tunis,1986
1815,Portugal,Sweden,1,3,,Preliminary,Lisboa,1986
1816,Northern Ireland,Finland,2,1,,Preliminary,Belfast,1986
1817,Turkey,England,0,8,,Preliminary,İstanbul,1986
1818,Austria,Netherlands,1,0,,Preliminary,Wien,1986
1819,Denmark,Ireland,3,0,,Preliminary,København,1986
1820,Wales,Iceland,2,1,,Preliminary,Cardiff,1986
1821,Scotland,Spain,3,1,,Preliminary,Glasgow,1986
1822,Luxembourg,GDR,0,5,,Preliminary,Esch-sur-Alzette,1986
1823,Cyprus,Hungary,1,2,,Preliminary,Lemesós,1986
1824,France,Bulgaria,1,0,,Preliminary,Paris,1986
1825,Bulgaria,Luxembourg,4,0,,Preliminary,Sofija,1986
1826,France,GDR,2,0,,Preliminary,Paris,1986
1827,Malta,FRG,2,3,,Preliminary,Valletta,1986
1828,Greece,Belgium,0,0,,Preliminary,Athína,1986
1829,Albania,Belgium,2,0,,Preliminary,Tiranë,1986
1830,Cyprus,Netherlands,0,1,,Preliminary,Levkosía,1986
1831,Singapore,North Korea,1,1,,Preliminary,Singapore,1986
1832,Malta,Portugal,1,3,,Preliminary,Valletta,1986
1833,Guinea,Tunisia,1,0,,Preliminary,Conakry,1986
1834,Macao,Brunei,2,0,,Preliminary,Macao,1986
1835,Hong Kong,China,0,0,,Preliminary,Hong Kong,1986
1836,Macao,China,0,4,,Preliminary,Macao,1986
1837,Sudan,Libya,0,0,,Preliminary,Khartoum,1986
1838,Hong Kong,Brunei,8,0,,Preliminary,Hong Kong,1986
1839,Singapore,Japan,1,3,,Preliminary,Singapore,1986
1840,Portugal,FRG,1,2,,Preliminary,Lisboa,1986
1841,Surinam,El Salvador,0,3,,Preliminary,San Salvador,1986
1842,Tunisia,Guinea,2,0,,Preliminary,Tunis,1986
1843,China,Brunei,8,0,,Preliminary,Macao,1986
1844,Greece,Albania,2,0,,Preliminary,Athína,1986
1845,Northern Ireland,England,0,1,,Preliminary,Belfast,1986
1846,Netherlands,Cyprus,7,1,,Preliminary,Amsterdam,1986
1847,Spain,Scotland,1,0,,Preliminary,Sevilla,1986
