id_match,home_team,away_team,home_score,away_score,date,round,city,edition
364,Argentina,Korea Republic,3,1,1986-06-02,Group Stage,Mexico City,1986
365,Brazil,Spain,1,0,1986-06-01,Group Stage,Guadalajara,1986
366,Algeria,Northern Ireland,1,1,1986-06-03,Group Stage,Guadalajara,1986
367,Mexico,Belgium,2,1,1986-06-03,Group Stage,Mexico City,1986
368,Paraguay,Iraq,1,0,1986-06-04,Group Stage,Toluca,1986
369,France,Canada,1,0,1986-06-01,Group Stage,Leon,1986
370,Soviet Union,Hungary,6,0,1986-06-02,Group Stage,Irapuato,1986
371,Poland,Morocco,0,0,1986-06-02,Group Stage,Monterrey,1986
372,Portugal,England,0,1,1986-06-03,Group Stage,Monterrey,1986
373,Uruguay,West Germany,1,1,1986-06-04,Group Stage,Queretaro,1986
374,Denmark,Scotland,1,0,1986-06-04,Group Stage,Nezahualcoyotl,1986
375,Argentina,Italy,1,1,1986-06-05,Group Stage,Puebla,1986
376,Bulgaria,Korea Republic,1,1,1986-06-05,Group Stage,Mexico City,1986
377,Brazil,Algeria,1,0,1986-06-06,Group Stage,Guadalajara,1986
378,Spain,Northern Ireland,2,1,1986-06-07,Group Stage,Guadalajara,1986
379,Mexico,Paraguay,1,1,1986-06-07,Group Stage,Mexico City,1986
380,Belgium,Iraq,2,1,1986-06-08,Group Stage,Toluca,1986
381,France,Soviet Union,1,1,1986-06-05,Group Stage,Leon,1986
382,Hungary,Canada,2,0,1986-06-06,Group Stage,Irapuato,1986
383,Poland,Portugal,1,0,1986-06-07,Group Stage,Monterrey,1986
384,Morocco,England,0,0,1986-06-06,Group Stage,Monterrey,1986
385,Uruguay,Scotland,0,0,1986-06-08,Group Stage,Nezahualcoyotl,1986
386,Denmark,West Germany,2,0,1986-06-08,Group Stage,Queretaro,1986
387,Italy,Korea Republic,3,2,1986-06-10,Group Stage,Puebla,1986
388,Argentina,Bulgaria,2,0,1986-06-10,Group Stage,Mexico City,1986
389,Brazil,Northern Ireland,3,0,1986-06-12,Group Stage,Guadalajara,1986
390,Spain,Algeria,3,0,1986-06-12,Group Stage,Guadalajara,1986
391,Belgium,Paraguay,2,2,1986-06-11,Group Stage,Toluca,1986
392,Mexico,Iraq,1,0,1986-06-11,Group Stage,Mexico City,1986
393,Soviet Union,Canada,2,0,1986-06-09,Group Stage,Irapuato,1986
394,France,Hungary,3,0,1986-06-09,Group Stage,Leon,1986
395,England,Poland,3,0,1986-06-11,Group Stage,Monterrey,1986
396,Morocco,Portugal,3,1,1986-06-11,Group Stage,Guadalajara,1986
397,Denmark,Uruguay,6,1,1986-06-13,Group Stage,Nezahualcoyotl,1986
398,Scotland,West Germany,1,2,1986-06-13,Group Stage,Queretaro,1986
399,Mexico,Bulgaria,2,0,1986-06-15,Round of 16,Mexico City,1986
400,Belgium,Soviet Union,4,3,1986-06-15,Round of 16,Leon,1986
401,Brazil,Poland,4,0,1986-06-16,Round of 16,Guadalajara,1986
402,Argentina,Uruguay,1,0,1986-06-16,Round of 16,Puebla,1986
403,France,Italy,2,0,1986-06-17,Round of 16,Mexico City,1986
404,Morocco,West Germany,0,1,1986-06-17,Round of 16,Monterrey,1986
405,England,Paraguay,3,0,1986-06-18,Round of 16,Mexico City,1986
406,Denmark,Spain,1,5,1986-06-18,Round of 16,Queretaro,1986
407,Brazil,France,1,1,1986-06-21,Quarter-finals,Guadalajara,1986
408,Mexico,West Germany,0,0,1986-06-21,Quarter-finals,Monterrey,1986
409,Argentina,England,2,1,1986-06-22,Quarter-finals,Mexico City,1986
410,Belgium,Spain,1,1,1986-06-22,Quarter-finals,Puebla,1986
411,Argentina,Belgium,2,0,1986-06-25,Semi-finals,Mexico City,1986
412,West Germany,France,2,0,1986-06-25,Semi-finals,Guadalajara,1986
413,France,Belgium,4,2,1986-06-28,Third Place,Puebla,1986
414,Argentina,West Germany,3,2,1986-06-29,Final,Mexico City,1986
415,Argentina,Cameroon,0,1,1990-06-08,Group Stage,Milan,1990
416,Italy,Austria,1,0,1990-06-09,Group Stage,Rome,1990
417,Romania,Soviet Union,2,0,1990-06-09,Group Stage,Bari,1990
418,United Arab Emirates,Colombia,0,2,1990-06-09,Group Stage,Bologna,1990
419,Belgium,Korea Republic,2,0,1990-06-12,Group Stage,Verona,1990
420,Uruguay,Spain,0,0,1990-06-13,Group Stage,Udine,1990
421,Brazil,Sweden,2,1,1990-06-10,Group Stage,Turin,1990
422,Costa Rica,Scotland,1,0,1990-06-11,Group Stage,Genoa,1990
423,West Germany,Yugoslavia,4,1,1990-06-10,Group Stage,Milan,1990
424,Colombia,United Arab Emirates,2,0,1990-06-11,Group Stage,Bologna,1990
425,England,Republic of Ireland,1,1,1990-06-11,Group Stage,Cagliari,1990
426,Netherlands,Egypt,1,1,1990-06-12,Group Stage,Palermo,1990
427,Argentina,Soviet Union,2,0,1990-06-13,Group Stage,Naples,1990
428,Cameroon,Romania,2,1,1990-06-14,Group Stage,Bari,1990
429,Italy,United States,1,0,1990-06-14,Group Stage,Rome,1990
430,Czechoslovakia,Austria,1,0,1990-06-15,Group Stage,Florence,1990
431,Belgium,Uruguay,3,1,1990-06-17,Group Stage,Verona,1990
432,Spain,Korea Republic,3,1,1990-06-17,Group Stage,Udine,1990
433,Brazil,Costa Rica,1,0,1990-06-16,Group Stage,Turin,1990
434,Sweden,Scotland,1,0,1990-06-16,Group Stage,Genoa,1990
435,West Germany,United Arab Emirates,5,1,1990-06-15,Group Stage,Milan,1990
436,Yugoslavia,Colombia,1,0,1990-06-14,Group Stage,Bologna,1990
437,England,Netherlands,0,0,1990-06-16,Group Stage,Cagliari,1990
438,Republic of Ireland,Egypt,0,0,1990-06-17,Group Stage,Palermo,1990
439,Argentina,Cameroon,1,1,1990-06-18,Group Stage,Naples,1990
440,Romania,Soviet Union,0,0,1990-06-18,Group Stage,Bari,1990
441,Italy,Czechoslovakia,1,0,1990-06-19,Group Stage,Rome,1990
442,Austria,United States,2,1,1990-06-19,Group Stage,Florence,1990
443,Uruguay,Korea Republic,1,0,1990-06-21,Group Stage,Udine,1990
444,Spain,Belgium,2,1,1990-06-21,Group Stage,Verona,1990
445,Costa Rica,Sweden,2,1,1990-06-20,Group Stage,Genoa,1990
446,Scotland,Brazil,0,1,1990-06-20,Group Stage,Turin,1990
447,Yugoslavia,West Germany,1,4,1990-06-19,Group Stage,Milan,1990
448,United Arab Emirates,Colombia,1,1,1990-06-19,Group Stage,Bologna,1990
449,England,Egypt,1,0,1990-06-21,Group Stage,Cagliari,1990
450,Netherlands,Republic of Ireland,1,1,1990-06-21,Group Stage,Palermo,1990
451,Cameroon,Colombia,2,1,1990-06-23,Round of 16,Naples,1990
452,Czechoslovakia,Costa Rica,4,1,1990-06-23,Round of 16,Bari,1990
453,Argentina,Brazil,1,0,1990-06-24,Round of 16,Turin,1990
454,West Germany,Netherlands,2,1,1990-06-24,Round of 16,Milan,1990
455,Italy,Uruguay,2,0,1990-06-25,Round of 16,Rome,1990
456,Republic of Ireland,Romania,0,0,1990-06-25,Round of 16,Genoa,1990
457,Yugoslavia,Spain,2,1,1990-06-26,Round of 16,Verona,1990
458,England,Belgium,1,0,1990-06-26,Round of 16,Bologna,1990
459,Argentina,Yugoslavia,0,0,1990-06-30,Quarter-finals,Florence,1990
460,Italy,Republic of Ireland,1,0,1990-06-30,Quarter-finals,Rome,1990
461,West Germany,Czechoslovakia,1,0,1990-07-01,Quarter-finals,Milan,1990
462,England,Cameroon,3,2,1990-07-01,Quarter-finals,Naples,1990
463,Argentina,Italy,1,1,1990-07-03,Semi-finals,Naples,1990
464,West Germany,England,1,1,1990-07-04,Semi-finals,Turin,1990
465,Italy,England,2,1,1990-07-07,Third Place,Bari,1990
466,West Germany,Argentina,1,0,1990-07-08,Final,Rome,1990
467,Germany,Bolivia,1,0,1994-06-17,Group Stage,Chicago,1994
468,Spain,Korea Republic,2,2,1994-06-17,Group Stage,Dallas,1994
469,Romania,Colombia,3,1,1994-06-18,Group Stage,Los Angeles,1994
470,Argentina,Greece,4,0,1994-06-21,Group Stage,Boston,1994
471,United States,Switzerland,1,1,1994-06-18,Group Stage,Detroit,1994
472,Italy,Republic of Ireland,0,1,1994-06-18,Group Stage,New York,1994
473,Brazil,Russia,2,0,1994-06-20,Group Stage,San Francisco,1994
474,Cameroon,Sweden,2,2,1994-06-19,Group Stage,Los Angeles,1994
475,Mexico,Norway,1,0,1994-06-19,Group Stage,Washington,1994
476,Belgium,Morocco,1,0,1994-06-19,Group Stage,Orlando,1994
477,Netherlands,Saudi Arabia,2,1,1994-06-20,Group Stage,Washington,1994
478,Nigeria,Bulgaria,3,0,1994-06-21,Group Stage,Dallas,1994
479,Germany,Spain,1,1,1994-06-21,Group Stage,Chicago,1994
480,Korea Republic,Bolivia,0,0,1994-06-23,Group Stage,Boston,1994
481,Argentina,Nigeria,2,1,1994-06-25,Group Stage,Boston,1994
482,Bulgaria,Greece,4,0,1994-06-26,Group Stage,Chicago,1994
483,Switzerland,Romania,4,1,1994-06-22,Group Stage,Detroit,1994
484,Colombia,United States,1,2,1994-06-22,Group Stage,Los Angeles,1994
485,Italy,Norway,1,0,1994-06-23,Group Stage,New York,1994
486,Republic of Ireland,Mexico,1,2,1994-06-24,Group Stage,Orlando,1994
487,Brazil,Cameroon,3,0,1994-06-24,Group Stage,San Francisco,1994
488,Russia,Sweden,1,3,1994-06-24,Group Stage,Detroit,1994
489,Belgium,Netherlands,1,0,1994-06-25,Group Stage,Orlando,1994
490,Saudi Arabia,Morocco,2,1,1994-06-25,Group Stage,New York,1994
491,Germany,Korea Republic,3,2,1994-06-27,Group Stage,Dallas,1994
492,Spain,Bolivia,3,1,1994-06-27,Group Stage,Chicago,1994
493,Argentina,Bulgaria,0,2,1994-06-30,Group Stage,Dallas,1994
494,Nigeria,Greece,2,0,1994-06-30,Group Stage,Boston,1994
495,Colombia,Switzerland,2,0,1994-06-26,Group Stage,San Francisco,1994
496,Romania,United States,1,0,1994-06-26,Group Stage,Los Angeles,1994
497,Italy,Mexico,1,1,1994-06-28,Group Stage,Washington,1994
498,Republic of Ireland,Norway,0,0,1994-06-28,Group Stage,New York,1994
499,Russia,Cameroon,6,1,1994-06-28,Group Stage,San Francisco,1994
500,Brazil,Sweden,1,1,1994-06-28,Group Stage,Detroit,1994
501,Belgium,Saudi Arabia,1,0,1994-06-29,Group Stage,Washington,1994
502,Morocco,Netherlands,1,2,1994-06-29,Group Stage,Orlando,1994
503,Germany,Belgium,3,2,1994-07-02,Round of 16,Chicago,1994
504,Spain,Switzerland,3,0,1994-07-02,Round of 16,Washington,1994
505,Saudi Arabia,Sweden,1,3,1994-07-03,Round of 16,Dallas,1994
506,Romania,Argentina,3,2,1994-07-03,Round of 16,Los Angeles,1994
507,Netherlands,Republic of Ireland,2,0,1994-07-04,Round of 16,Orlando,1994
508,Brazil,United States,1,0,1994-07-04,Round of 16,San Francisco,1994
509,Nigeria,Italy,1,2,1994-07-05,Round of 16,Boston,1994
510,Mexico,Bulgaria,1,1,1994-07-05,Round of 16,New York,1994
511,Italy,Spain,2,1,1994-07-09,Quarter-finals,Boston,1994
512,Netherlands,Brazil,2,3,1994-07-09,Quarter-finals,Dallas,1994
513,Bulgaria,Germany,2,1,1994-07-10,Quarter-finals,New York,1994
514,Sweden,Romania,2,2,1994-07-10,Quarter-finals,San Francisco,1994
515,Italy,Bulgaria,2,1,1994-07-13,Semi-finals,New York,1994
516,Brazil,Sweden,1,0,1994-07-13,Semi-finals,Los Angeles,1994
517,Sweden,Bulgaria,4,0,1994-07-16,Third Place,Los Angeles,1994
518,Brazil,Italy,0,0,1994-07-17,Final,Los Angeles,1994
519,Brazil,Scotland,2,1,1998-06-10,Group Stage,Saint-Denis,1998
520,Morocco,Norway,2,2,1998-06-10,Group Stage,Montpellier,1998
521,Italy,Chile,2,2,1998-06-11,Group Stage,Bordeaux,1998
522,Cameroon,Austria,1,1,1998-06-11,Group Stage,Toulouse,1998
523,France,South Africa,3,0,1998-06-12,Group Stage,Marseille,1998
524,Saudi Arabia,Denmark,0,1,1998-06-12,Group Stage,Lens,1998
525,Spain,Nigeria,2,3,1998-06-13,Group Stage,Nantes,1998
526,Paraguay,Bulgaria,0,0,1998-06-13,Group Stage,Montpellier,1998
527,Netherlands,Belgium,0,0,1998-06-13,Group Stage,Saint-Denis,1998
528,Korea Republic,Mexico,1,3,1998-06-13,Group Stage,Lyon,1998
529,Germany,United States,2,0,1998-06-15,Group Stage,Paris,1998
530,Yugoslavia,Iran,1,0,1998-06-14,Group Stage,Saint-Etienne,1998
531,Japan,Argentina,0,1,1998-06-14,Group Stage,Toulouse,1998
532,Jamaica,Croatia,1,3,1998-06-14,Group Stage,Lens,1998
533,Romania,Colombia,1,0,1998-06-15,Group Stage,Lyon,1998
534,England,Tunisia,2,0,1998-06-15,Group Stage,Marseille,1998
535,Scotland,Norway,1,1,1998-06-16,Group Stage,Bordeaux,1998
536,Brazil,Morocco,3,0,1998-06-16,Group Stage,Nantes,1998
537,Chile,Austria,1,1,1998-06-17,Group Stage,Saint-Etienne,1998
538,Italy,Cameroon,3,0,1998-06-17,Group Stage,Montpellier,1998
539,South Africa,Denmark,1,1,1998-06-18,Group Stage,Toulouse,1998
540,France,Saudi Arabia,4,0,1998-06-18,Group Stage,Saint-Denis,1998
541,Nigeria,Paraguay,1,3,1998-06-19,Group Stage,Toulouse,1998
542,Spain,Bulgaria,6,1,1998-06-19,Group Stage,Lens,1998
543,Netherlands,Korea Republic,5,0,1998-06-20,Group Stage,Marseille,1998
544,Belgium,Mexico,2,2,1998-06-20,Group Stage,Bordeaux,1998
545,United States,Iran,1,2,1998-06-21,Group Stage,Lyon,1998
546,Germany,Yugoslavia,2,2,1998-06-21,Group Stage,Lens,1998
547,Argentina,Jamaica,5,0,1998-06-21,Group Stage,Paris,1998
548,Japan,Croatia,0,1,1998-06-20,Group Stage,Nantes,1998
549,Romania,England,2,1,1998-06-22,Group Stage,Toulouse,1998
550,Colombia,Tunisia,1,0,1998-06-22,Group Stage,Montpellier,1998
551,Scotland,Morocco,0,3,1998-06-23,Group Stage,Saint-Etienne,1998
552,Norway,Brazil,2,1,1998-06-23,Group Stage,Marseille,1998
553,Italy,Austria,2,1,1998-06-23,Group Stage,Saint-Denis,1998
554,Chile,Cameroon,1,1,1998-06-23,Group Stage,Nantes,1998
555,France,Denmark,2,1,1998-06-24,Group Stage,Lyon,1998
556,South Africa,Saudi Arabia,2,2,1998-06-24,Group Stage,Bordeaux,1998
557,Paraguay,Nigeria,3,1,1998-06-24,Group Stage,Toulouse,1998
558,Spain,Bulgaria,6,1,1998-06-24,Group Stage,Lens,1998
559,Netherlands,Mexico,2,2,1998-06-25,Group Stage,Saint-Etienne,1998
560,Belgium,Korea Republic,1,1,1998-06-25,Group Stage,Paris,1998
561,Germany,Iran,2,0,1998-06-25,Group Stage,Montpellier,1998
562,United States,Yugoslavia,0,1,1998-06-25,Group Stage,Nantes,1998
563,Japan,Jamaica,1,2,1998-06-26,Group Stage,Lyon,1998
564,Argentina,Croatia,1,0,1998-06-26,Group Stage,Bordeaux,1998
565,England,Colombia,2,0,1998-06-26,Group Stage,Lens,1998
566,Romania,Tunisia,1,1,1998-06-26,Group Stage,Saint-Denis,1998
567,Italy,Norway,1,0,1998-06-27,Round of 16,Marseille,1998
568,Brazil,Chile,4,1,1998-06-27,Round of 16,Paris,1998
569,Nigeria,Denmark,1,4,1998-06-28,Round of 16,Saint-Denis,1998
570,France,Paraguay,1,0,1998-06-28,Round of 16,Lens,1998
571,Germany,Mexico,2,1,1998-06-29,Round of 16,Montpellier,1998
572,Netherlands,Yugoslavia,2,1,1998-06-29,Round of 16,Toulouse,1998
573,Romania,Croatia,0,1,1998-06-30,Round of 16,Bordeaux,1998
574,Argentina,England,2,2,1998-06-30,Round of 16,Saint-Etienne,1998
575,France,Italy,0,0,1998-07-03,Quarter-finals,Saint-Denis,1998
576,Brazil,Denmark,3,2,1998-07-03,Quarter-finals,Nantes,1998
577,Netherlands,Argentina,2,1,1998-07-04,Quarter-finals,Marseille,1998
578,Germany,Croatia,0,3,1998-07-04,Quarter-finals,Lyon,1998
579,Brazil,Netherlands,1,1,1998-07-07,Semi-finals,Marseille,1998
580,France,Croatia,2,1,1998-07-08,Semi-finals,Saint-Denis,1998
581,Netherlands,Croatia,1,2,1998-07-11,Third Place,Paris,1998
582,France,Brazil,3,0,1998-07-12,Final,Saint-Denis,1998
583,France,Senegal,0,1,2002-05-31,Group Stage,Seoul,2002
584,Republic of Ireland,Cameroon,1,1,2002-06-01,Group Stage,Niigata,2002
585,Uruguay,Denmark,1,2,2002-06-01,Group Stage,Ulsan,2002
586,Argentina,Nigeria,1,0,2002-06-02,Group Stage,Ibaraki,2002
587,England,Sweden,1,1,2002-06-02,Group Stage,Saitama,2002
588,Paraguay,South Africa,2,2,2002-06-02,Group Stage,Busan,2002
589,Spain,Slovenia,3,1,2002-06-03,Group Stage,Gwangju,2002
590,Korea Republic,Poland,2,0,2002-06-04,Group Stage,Busan,2002
591,Brazil,Turkey,2,1,2002-06-03,Group Stage,Ulsan,2002
592,United States,Portugal,3,2,2002-06-05,Group Stage,Suwon,2002
593,Italy,Ecuador,2,0,2002-06-03,Group Stage,Sapporo,2002
594,Japan,Belgium,2,2,2002-06-04,Group Stage,Saitama,2002
595,Germany,Saudi Arabia,8,0,2002-06-01,Group Stage,Sapporo,2002
596,Mexico,Croatia,1,0,2002-06-03,Group Stage,Niigata,2002
597,Costa Rica,China PR,2,0,2002-06-04,Group Stage,Gwangju,2002
598,Russia,Tunisia,2,0,2002-06-05,Group Stage,Kobe,2002
599,France,Uruguay,0,0,2002-06-06,Group Stage,Busan,2002
600,Senegal,Denmark,1,1,2002-06-06,Group Stage,Daegu,2002
601,Argentina,England,0,1,2002-06-07,Group Stage,Sapporo,2002
602,Nigeria,Sweden,1,2,2002-06-07,Group Stage,Kobe,2002
603,Cameroon,Germany,0,2,2002-06-11,Group Stage,Shizuoka,2002
604,Republic of Ireland,Saudi Arabia,3,0,2002-06-11,Group Stage,Yokohama,2002
605,South Africa,Slovenia,1,0,2002-06-08,Group Stage,Daegu,2002
606,Spain,Paraguay,3,1,2002-06-07,Group Stage,Jeonju,2002
607,Poland,United States,0,3,2002-06-14,Group Stage,Daejeon,2002
608,Korea Republic,Portugal,1,0,2002-06-14,Group Stage,Incheon,2002
609,Brazil,China PR,4,0,2002-06-08,Group Stage,Seogwipo,2002
610,Costa Rica,Turkey,1,1,2002-06-09,Group Stage,Incheon,2002
611,Italy,Croatia,1,2,2002-06-08,Group Stage,Ibaraki,2002
612,Ecuador,Mexico,2,1,2002-06-09,Group Stage,Miyagi,2002
613,Japan,Russia,1,0,2002-06-09,Group Stage,Yokohama,2002
614,Belgium,Tunisia,1,1,2002-06-10,Group Stage,Oita,2002
615,France,Denmark,0,2,2002-06-11,Group Stage,Incheon,2002
616,Senegal,Uruguay,3,3,2002-06-11,Group Stage,Suwon,2002
617,Sweden,Argentina,1,1,2002-06-12,Group Stage,Miyagi,2002
618,Nigeria,England,0,0,2002-06-12,Group Stage,Osaka,2002
619,Cameroon,Saudi Arabia,1,0,2002-06-06,Group Stage,Saitama,2002
620,Republic of Ireland,Germany,1,1,2002-06-05,Group Stage,Ibaraki,2002
621,Slovenia,Paraguay,1,3,2002-06-12,Group Stage,Seogwipo,2002
622,South Africa,Spain,2,3,2002-06-12,Group Stage,Daejeon,2002
623,Korea Republic,United States,1,1,2002-06-10,Group Stage,Daegu,2002
624,Poland,Portugal,0,4,2002-06-10,Group Stage,Jeonju,2002
625,China PR,Turkey,0,3,2002-06-13,Group Stage,Seoul,2002
626,Brazil,Costa Rica,5,2,2002-06-13,Group Stage,Suwon,2002
627,Mexico,Italy,1,1,2002-06-13,Group Stage,Oita,2002
628,Croatia,Ecuador,0,1,2002-06-13,Group Stage,Yokohama,2002
629,Japan,Tunisia,2,0,2002-06-14,Group Stage,Osaka,2002
630,Belgium,Russia,3,2,2002-06-14,Group Stage,Shizuoka,2002
631,Germany,Paraguay,1,0,2002-06-15,Round of 16,Seogwipo,2002
632,Denmark,England,0,3,2002-06-15,Round of 16,Niigata,2002
633,Sweden,Senegal,1,2,2002-06-16,Round of 16,Oita,2002
634,Spain,Republic of Ireland,1,1,2002-06-16,Round of 16,Suwon,2002
635,Mexico,United States,0,2,2002-06-17,Round of 16,Jeonju,2002
636,Brazil,Belgium,2,0,2002-06-17,Round of 16,Kobe,2002
637,Japan,Turkey,0,1,2002-06-18,Round of 16,Miyagi,2002
638,Korea Republic,Italy,2,1,2002-06-18,Round of 16,Daejeon,2002
639,England,Brazil,1,2,2002-06-21,Quarter-finals,Shizuoka,2002
640,Germany,United States,1,0,2002-06-21,Quarter-finals,Ulsan,2002
641,Spain,Korea Republic,0,0,2002-06-22,Quarter-finals,Gwangju,2002
642,Senegal,Turkey,0,1,2002-06-22,Quarter-finals,Osaka,2002
643,Germany,Korea Republic,1,0,2002-06-25,Semi-finals,Seoul,2002
644,Brazil,Turkey,1,0,2002-06-26,Semi-finals,Saitama,2002
645,Korea Republic,Turkey,2,3,2002-06-29,Third Place,Daegu,2002
646,Germany,Brazil,0,2,2002-06-30,Final,Yokohama,2002
647,Germany,Costa Rica,4,2,2006-06-09,Group Stage,Munich,2006
648,Poland,Ecuador,0,2,2006-06-09,Group Stage,Gelsenkirchen,2006
649,England,Paraguay,1,0,2006-06-10,Group Stage,Frankfurt,2006
650,Trinidad and Tobago,Sweden,0,0,2006-06-10,Group Stage,Dortmund,2006
651,Argentina,Cote d'Ivoire,2,1,2006-06-10,Group Stage,Hamburg,2006
652,Serbia and Montenegro,Netherlands,0,1,2006-06-11,Group Stage,Leipzig,2006
653,Mexico,Iran,3,1,2006-06-11,Group Stage,Nuremberg,2006
654,Angola,Portugal,0,1,2006-06-11,Group Stage,Cologne,2006
655,Australia,Japan,3,1,2006-06-12,Group Stage,Kaiserslautern,2006
656,United States,Czech Republic,0,3,2006-06-12,Group Stage,Gelsenkirchen,2006
657,Italy,Ghana,2,0,2006-06-12,Group Stage,Hanover,2006
658,Korea Republic,Togo,2,1,2006-06-13,Group Stage,Frankfurt,2006
659,France,Switzerland,0,0,2006-06-13,Group Stage,Stuttgart,2006
660,Brazil,Croatia,1,0,2006-06-13,Group Stage,Berlin,2006
661,Spain,Ukraine,4,0,2006-06-14,Group Stage,Leipzig,2006
662,Tunisia,Saudi Arabia,2,2,2006-06-14,Group Stage,Munich,2006
663,Germany,Poland,1,0,2006-06-14,Group Stage,Dortmund,2006
664,Ecuador,Costa Rica,3,0,2006-06-15,Group Stage,Hamburg,2006
665,England,Trinidad and Tobago,2,0,2006-06-15,Group Stage,Nuremberg,2006
666,Sweden,Paraguay,1,0,2006-06-15,Group Stage,Berlin,2006
667,Argentina,Serbia and Montenegro,6,0,2006-06-16,Group Stage,Gelsenkirchen,2006
668,Netherlands,Cote d'Ivoire,2,1,2006-06-16,Group Stage,Stuttgart,2006
669,Mexico,Angola,0,0,2006-06-16,Group Stage,Hanover,2006
670,Portugal,Iran,2,0,2006-06-17,Group Stage,Frankfurt,2006
671,Czech Republic,Ghana,0,2,2006-06-17,Group Stage,Cologne,2006
672,Italy,United States,1,1,2006-06-17,Group Stage,Kaiserslautern,2006
673,Japan,Croatia,0,0,2006-06-18,Group Stage,Nuremberg,2006
674,Brazil,Australia,2,0,2006-06-18,Group Stage,Munich,2006
675,France,Korea Republic,1,1,2006-06-18,Group Stage,Leipzig,2006
676,Togo,Switzerland,0,2,2006-06-19,Group Stage,Dortmund,2006
677,Saudi Arabia,Ukraine,0,4,2006-06-19,Group Stage,Hamburg,2006
678,Spain,Tunisia,3,1,2006-06-19,Group Stage,Stuttgart,2006
679,Ecuador,Germany,0,3,2006-06-20,Group Stage,Berlin,2006
680,Costa Rica,Poland,1,2,2006-06-20,Group Stage,Hanover,2006
681,Sweden,England,2,2,2006-06-20,Group Stage,Cologne,2006
682,Paraguay,Trinidad and Tobago,2,0,2006-06-20,Group Stage,Kaiserslautern,2006
683,Cote d'Ivoire,Serbia and Montenegro,3,2,2006-06-21,Group Stage,Munich,2006
684,Netherlands,Argentina,0,0,2006-06-21,Group Stage,Frankfurt,2006
685,Portugal,Mexico,2,1,2006-06-21,Group Stage,Gelsenkirchen,2006
686,Iran,Angola,1,1,2006-06-21,Group Stage,Leipzig,2006
687,Czech Republic,Italy,0,2,2006-06-22,Group Stage,Hamburg,2006
688,Ghana,United States,2,1,2006-06-22,Group Stage,Nuremberg,2006
689,Japan,Brazil,1,4,2006-06-22,Group Stage,Dortmund,2006
690,Croatia,Australia,2,2,2006-06-22,Group Stage,Stuttgart,2006
691,Togo,France,0,2,2006-06-23,Group Stage,Cologne,2006
692,Switzerland,Korea Republic,2,0,2006-06-23,Group Stage,Hanover,2006
693,Ukraine,Tunisia,1,0,2006-06-23,Group Stage,Berlin,2006
694,Saudi Arabia,Spain,0,1,2006-06-23,Group Stage,Kaiserslautern,2006
695,Germany,Sweden,2,0,2006-06-24,Round of 16,Munich,2006
696,Argentina,Mexico,2,1,2006-06-24,Round of 16,Leipzig,2006
697,England,Ecuador,1,0,2006-06-25,Round of 16,Stuttgart,2006
698,Portugal,Netherlands,1,0,2006-06-25,Round of 16,Nuremberg,2006
699,Italy,Australia,1,0,2006-06-26,Round of 16,Kaiserslautern,2006
700,Switzerland,Ukraine,0,0,2006-06-26,Round of 16,Cologne,2006
701,Brazil,Ghana,3,0,2006-06-27,Round of 16,Dortmund,2006
702,Spain,France,1,3,2006-06-27,Round of 16,Hanover,2006
703,Germany,Argentina,1,1,2006-06-30,Quarter-finals,Berlin,2006
704,Italy,Ukraine,3,0,2006-06-30,Quarter-finals,Hamburg,2006
705,England,Portugal,0,0,2006-07-01,Quarter-finals,Gelsenkirchen,2006
706,Brazil,France,0,1,2006-07-01,Quarter-finals,Frankfurt,2006
707,Germany,Italy,0,2,2006-07-04,Semi-finals,Dortmund,2006
708,Portugal,France,0,1,2006-07-05,Semi-finals,Munich,2006
709,Germany,Portugal,3,1,2006-07-08,Third Place,Stuttgart,2006
710,Italy,France,1,1,2006-07-09,Final,Berlin,2006
711,South Africa,Mexico,1,1,2010-06-11,Group Stage,Johannesburg,2010
712,Uruguay,France,0,0,2010-06-11,Group Stage,Cape Town,2010
713,Argentina,Nigeria,1,0,2010-06-12,Group Stage,Johannesburg,2010
714,Korea Republic,Greece,2,0,2010-06-12,Group Stage,Port Elizabeth,2010
715,England,United States,1,1,2010-06-12,Group Stage,Rustenburg,2010
716,Algeria,Slovenia,0,1,2010-06-13,Group Stage,Polokwane,2010
717,Germany,Australia,4,0,2010-06-13,Group Stage,Durban,2010
718,Serbia,Ghana,0,1,2010-06-13,Group Stage,Pretoria,2010
719,Netherlands,Denmark,2,0,2010-06-14,Group Stage,Johannesburg,2010
720,Japan,Cameroon,1,0,2010-06-14,Group Stage,Bloemfontein,2010
721,Italy,Paraguay,1,1,2010-06-14,Group Stage,Cape Town,2010
722,New Zealand,Slovakia,1,1,2010-06-15,Group Stage,Rustenburg,2010
723,Cote d'Ivoire,Portugal,0,0,2010-06-15,Group Stage,Port Elizabeth,2010
724,Brazil,Korea DPR,2,1,2010-06-15,Group Stage,Johannesburg,2010
725,Honduras,Chile,0,1,2010-06-16,Group Stage,Nelspruit,2010
726,Spain,Switzerland,0,1,2010-06-16,Group Stage,Durban,2010
727,South Africa,Uruguay,0,3,2010-06-16,Group Stage,Pretoria,2010
728,France,Mexico,0,2,2010-06-17,Group Stage,Polokwane,2010
729,Greece,Nigeria,2,1,2010-06-17,Group Stage,Bloemfontein,2010
730,Argentina,Korea Republic,4,1,2010-06-17,Group Stage,Johannesburg,2010
